Código,País,1970,,,,1971,,,,1972,,,,1973,,,,1974,,,,1975,,,,1976,,,,1977,,,,1978,,,,1979,,,,1980,,,,1981,,,,1982,,,,1983,,,,1984,,,,1985,,,,1986,,,,1987,,,,1988,,,,1989,,,,1990,,,,1991,,,,1992,,,,1993,,,,1994,,,,1995,,,,1996,,,,1997,,,,1998,,,,1999,,,,2000,,,,2001,,,,2002,,,,2003,,,,2004,,,,2005,,,,2006,,,,2007,,,,2008,,,,2009,,,,2010,,,,2011,,,,2012,,,,2013,,,,2014,,,,2015,,,,2016,,,,2017,,,,2018,,,,2019,,,,2020,,,,2021,,,,2022,,,,2023,,,2024*,,
 497 , Mongolia ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"1,136","15,188","9,725,332",,0,0,0,,0,0,0,,0,0,0,,"24,000","24,716","24,671,017",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"22,698","38,922","97,566,556",,226,"5,580","15,952,885",,626,"13,024","35,385,213",,89,"2,256","5,136,032",,"24,561","40,163","99,836,441",,0,0,0,,"1,489","77,025","154,441,287",,"20,000","38,400","75,406,080",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,26,"1,054","2,057,250",,0,0,0,,0,0,0,,0,0,0,, 853 ," 28,814 "," 83,183,902 ",, 420 ," 14,500 "," 45,248,120 ",,"31,705","514,514","1,931,659,868",,"2,035","1,692","6,680,140",," 4,028 "," 42,070 "," 176,644,269 ",, -   , -   , -   , -   , -   , -   
 498 , Mónaco ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"10,000","18,600","19,103,316",,"16,422","57,667","83,013,343",,"28,439","89,486","143,477,931",,0,0,0,,"89,271","463,390","1,071,940,630",,585,"9,514","25,806,344",,"3,204","95,323","280,849,518",,5,"5,348","14,116,053",,0,0,0,,"600,500,183","154,919,642","375,064,610,535",,"561,700,460","155,255,985","326,514,128,074",,"160,121","1,307,159","2,713,875,264",,"360,448","2,056,312","4,234,487,894",,"201,308","1,421,213","2,694,145,525",,"700,833","3,353,665","6,283,898,919",,"1,794,880","1,177,560","2,109,264,225",,"300,113","1,486,421","2,833,570,418",,"60,067","483,994","915,193,503",,90,"31,894","96,633,173",,0,"7,000","20,337,100",,0,0,0,, 5 , 950 ," 2,937,176 ",," 18,810 "," 126,516 "," 400,939,873 ",,0,0,0,,91,"17,469","64,335,532",, 3 ," 243,802 "," 1,046,485,409 ",," 7,805 "," 138,723 "," 658,972,429 ", -   , -   , -   
 500 , Montenegro ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"100,000","45,319","132,377,310",,"75,000","44,868","134,549,188",,"648,292","275,245","820,878,403",," 2,335,311 "," 990,304 "," 2,827,627,287 ",," 1,706,819 "," 783,465 "," 2,568,177,449 ",,"877,882","363,539","1,312,056,607",,"316,141","262,999","966,432,717",," 610,914 "," 544,426 "," 2,425,151,001 ",," 279,278 "," 499,509 "," 2,185,602,888 "," 3,813,620 "," 1,772,426 "," 6,881,877,092 "
 501 , Montserrat ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"8,948","6,877",0,,101,676,0,,96,550,0,,96,822,0,,0,0,0,,0,0,0,,112,"1,035","50,260",,0,0,0,,"5,443","30,044","2,053,207",,125,"1,647","118,683",,1,312,"30,408",,0,0,0,,"20,580","83,324","17,315,969",,0,0,0,,0,0,0,,"4,704","18,810","8,075,133",,"1,004,781","50,570","27,137,690",,"3,597,593","164,322","105,444,914",,"5,661,382","270,520","185,837,898",,"3,051,409","167,376","133,398,546",,"3,007,300","139,977","115,355,485",,"2,000,900","95,343","84,425,533",,"2,048,500","98,327","102,007,642",,"2,466,940","262,602","311,331,289",,"1,089,753","522,507","734,891,224",,0,0,0,,0,0,0,,919,"6,675","15,443,339",,161,"252,702","695,241,323",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"19,907","58,086","129,396,530",,0,0,0,,0,0,0,,"1,390","4,657","8,367,315",,0,0,0,,"40,000","16,458","32,519,819",,"85,000","30,840","83,437,257",,0,0,0,,0,0,0,, 0 , 0 , 0 ,," 20,000 "," 6,485 "," 21,575,725 ",,"40,000","14,548","56,590,395",,0,0,0,," 19,458 "," 6,769 "," 32,765,683 ",," 38,501 "," 20,056 "," 80,170,766 ", -   , -   , -   
 505 , Mozambique ,"3,864","8,365",0,,"1,313","2,854",0,,662,"1,351",0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"5,250,000","735,000","33,677,700",,0,0,0,,0,0,0,,195,690,"58,139",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,82,961,"599,808",,635,"5,055","3,335,340",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"20,700","48,403","123,449,492",,"21,084","175,313","498,845,297",,"15,450","177,739","450,265,096",,"31,105","211,784","491,793,062",,37,"4,400","10,436,358",,"303,516","479,049","967,674,931",,"779,421","1,322,864","2,770,939,543",,"1,309,967","2,642,795","5,491,020,682",,"1,641,856","2,952,320","5,658,889,835",,"1,764,656","3,573,746","6,653,994,713",,"819,943","1,681,049","3,019,873,984",,"913,539","2,233,580","4,181,991,074",,"1,017,910","2,188,777","4,393,380,177",,"159,609","323,013","864,898,264",,"219,210","504,238","1,522,440,480",,"307,911","485,632","1,437,233,595",, 772 ," 5,000 "," 15,980,750 ",," 1,584,566 "," 2,626,479 "," 8,666,385,964 ",,"1,267,618","2,266,966","8,400,837,529",,"1,136,706","1,973,234","7,471,671,093",," 930,038 "," 1,905,092 "," 8,175,133,080 ",," 2,537,119 "," 4,723,866 "," 19,895,383,130 "," 755,277 "," 1,613,787 "," 6,318,131,304 "
 507 , Namibia ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,11,950,"1,199,746",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,924,"13,660","34,870,975",,0,0,0,,8,21,"49,893",,0,0,0,,439,"5,267","9,462,455",,0,0,0,,0,0,0,,"37,197","70,003","132,826,813",,0,0,0,,"11,917","32,050","61,600,604",,"42,206","499,414","979,839,703",,0,0,0,,0,0,0,,"4,019","114,499","344,144,344",," 2,548 "," 8,417 "," 25,987,543 ",, 0 , 0 , 0 ,,"8,440","173,810","599,192,096",,7,100,"386,546",, -   , -   , -   ,, -   , -   , -   ," 3,548 "," 63,009 "," 241,635,374 "
 508 , Nauru ,0,0,0,,0,0,0,,0,0,0,,"7,860","7,491",0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,268,"2,485",0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,380,"40,000","8,322,000",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,143,"39,144","23,241,750",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"11,811","16,465","30,540,806",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 511 ," Navidad (Christmas), Isla ",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,79,210,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"1,580","4,728","212,221",,0,0,0,,0,0,0,,122,"8,137","621,341",,0,0,0,,0,0,0,,150,320,"66,576",,200,"3,804","840,798",,0,0,0,,0,0,0,,"1,306","12,934","6,013,508",,"4,825","29,608","17,293,145",,"86,064","161,566","109,184,687",,"289,945","295,632","238,906,012",,"55,643","76,044","62,281,668",,"98,324","151,403","135,522,231",,"1,128","7,869","8,222,948",,0,0,0,,"10,020","47,387","65,080,314",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 517 , Nepal ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"15,000",0,0,,0,0,0,,0,0,0,,"3,000","9,000","758,340",,222,"20,823","1,946,118",,"63,980","7,727","1,307,331",,0,0,0,,0,0,0,,244,"2,229","715,665",,148,"5,940","2,017,343",,82,947,"502,421",,"2,033","14,833","8,857,229",,0,0,0,,10,65,"52,300",,313,"6,496","5,391,171",,69,321,"280,830",,178,"6,836","6,943,872",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"1,430","8,033","19,039,113",,0,0,0,,504,"1,000","2,168,950",,0,0,0,,0,0,0,,3,"1,800","3,471,822",,119,500,"905,590",,245,"2,500","4,462,650",,0,0,0,,184,"3,382","6,776,877",,"1,098","13,600","38,381,403",,353,"3,860","11,669,811",,0,0,0,, 0 , 0 , 0 ,," 3,355 "," 4,500 "," 14,525,055 ",,"34,111","62,296","231,943,354",,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 521 , Nicaragua ,"2,633,156","1,368,685",0,,"3,087,505","2,407,008",0,,"8,885,984","1,413,659",0,,"9,170,369","1,921,947",0,,"29,086,735","6,798,178",0,,"6,932,937","2,325,897",0,,"3,828,807","1,919,991",0,,"2,334,425","2,339,548",0,,"2,402,734","2,549,807",0,,"765,921","680,276",0,,"5,591,012","3,802,360","184,849,577",,"1,316,621","2,247,800","122,359,050",,"605,092","2,728,688","176,617,675",,"2,636,075","4,910,676","413,377,727",,"12,354,406","13,708,646","1,362,322,062",,"1,222,685","3,608,998","512,898,887",,"916,737","2,799,425","547,515,431",,"1,012,329","2,004,064","498,669,043",,"1,435,348","4,867,463","1,480,742,158",,"669,243","2,261,496","884,706,982",,"10,973,743","6,842,730","3,566,345,721",,"11,487,555","12,313,454","7,801,206,569",,"2,759,226","8,353,753","5,633,923,512",,"1,819,431","3,704,850","2,926,147,016",,"2,070,144","5,012,299","4,133,869,736",,"56,900,472","12,414,222","11,975,904,664",,"4,571,021","8,724,138","9,000,057,900",,"64,461,825","14,135,971","15,932,303,935",,"244,015,290","30,014,750","42,425,139,722",,"28,167,115","10,368,632","18,473,655,916",,"23,284,599","5,426,906","11,380,335,535",,"3,422,521","6,320,305","14,539,630,594",,"1,183,502","5,038,084","12,634,555,143",,"2,229,662","6,225,737","17,904,500,431",,"2,283,730","6,239,710","16,382,136,132",,"1,187,728","11,084,724","25,941,223,841",,"3,153,734","10,113,402","23,894,392,093",,"1,791,887","10,897,378","22,346,545,839",,"1,148,110","9,590,788","18,795,320,779",,"2,552,616","10,974,823","23,292,365,993",,"1,031,785","7,639,368","14,485,226,037",,"1,700,696","11,219,301","20,711,111,572",,"1,492,897","8,790,395","15,766,957,977",,"3,846,967","10,535,284","19,692,455,339",,"1,620,653","9,932,603","19,823,745,170",,"2,197,941","11,649,835","32,346,780,214",,"3,926,565","13,985,326","42,495,885,826",,"116,203,683","64,643,067","191,342,738,857",," 177,301,553 "," 86,154,277 "," 257,487,533,700 ",," 8,928,391 "," 26,858,568 "," 88,506,730,303 ",,"11,560,166","33,069,229","122,449,053,828",,"11,846,801","40,047,701","151,033,102,195",," 10,531,302 "," 44,725,966 "," 188,998,857,354 ",," 16,033,392 "," 45,893,261 "," 196,265,467,681 "," 5,288,505 "," 18,906,853 "," 73,667,989,542 "
 525 , Níger ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,130,320,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,57,"3,235","3,196,665",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,4,"2,056","4,051,775",,0,0,0,,"1,300","25,270","49,237,837",,26,"1,642","2,984,072",,"12,777","24,715","44,412,361",,162,"10,013","18,280,722",,"26,056","50,416","101,975,233",,0,0,0,,"83,999","137,924","413,826,560",,"137,054","225,663","666,413,496",," 46,599 "," 75,258 "," 214,453,019 ",," 47,569 "," 111,740 "," 380,663,136 ",,"141,113","276,205","1,035,514,508",,0,0,0,, -   , -   , -   ,, -   , -   , -   ," 113,131 "," 234,324 "," 918,223,089 "
 528 , Nigeria ,405,"4,540",0,,"1,102","3,110",0,,"13,323","14,059",0,,"11,927","8,558",0,,"24,313","2,969",0,,"71,448","88,189",0,,"139,802","150,735",0,,"26,618","34,949",0,,"621,586","463,595",0,,"96,428","173,560",0,,"37,706","86,389","3,980,473",,"117,149","307,086","17,293,816",,"1,310,896","1,850,768","110,545,330",,"4,950","20,772","1,788,677",,0,0,0,,"14,000","32,500","4,875,975",,"1,400","3,600","731,664",,"28,000,336","282,469","70,507,790",,"1,310","30,103","9,301,878",,"21,961","83,612","30,618,054",,"58,203","140,295","70,447,297",,"199,506","504,245","324,664,859",,"13,072,099","12,444,663","8,757,954,898",,"308,626","666,900","518,533,660",,"240,104","496,735","407,156,864",,"905,007","1,310,050","1,188,886,512",,"777,447","949,560","986,986,537",,"215,859","579,298","632,497,388",,"178,648","470,599","670,551,197",,"121,777","284,896","499,491,048",,"388,804","1,169,876","2,395,890,599",,"742,971","1,337,327","3,068,710,839",,"1,130,761","3,622,214","9,388,567,884",,"35,409,782","8,595,023","24,857,438,874",,"604,107","1,870,909","4,895,396,958",,"663,070","2,057,694","4,758,581,719",,"14,057,066","3,951,936","9,170,906,414",,"639,901","1,486,901","3,081,368,861",,"691,083","1,775,847","3,434,565,369",,"18,517,812","9,637,564","19,999,748,762",,"3,182,791","3,320,440","6,317,804,360",,"55,497,462","52,957,629","102,185,836,357",,"35,607,281","30,882,590","54,897,681,955",,"3,137,620","8,107,163","15,170,420,936",,"2,835,708","7,517,784","15,140,648,981",,"4,281,984","20,362,660","52,542,899,941",,"4,733,964","4,086,031","12,426,249,852",,"7,223,748","4,725,170","13,939,341,323",," 3,030,901 "," 5,465,578 "," 16,240,425,367 ",," 4,509,439 "," 8,234,736 "," 27,132,832,656 ",,"15,965,496","11,331,462","41,325,480,857",,"55,661,837","13,094,362","48,823,345,219",," 8,043,016 "," 10,210,150 "," 43,340,317,749 ",," 5,579,840 "," 7,968,806 "," 34,789,628,448 "," 686,049 "," 1,155,437 "," 4,516,008,054 "
 531 , Niue ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,484,537,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"638,551","224,595","148,349,489",,"1,851,395","421,758","285,019,839",,870,"5,003","3,900,889",,608,"1,598","1,341,233",,0,0,0,,"2,250","86,417","87,384,006",,"7,006","225,584","244,165,354",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,14,"1,041","2,956,523",,"11,700","13,073","34,916,437",,0,0,0,,300,"6,400","15,810,048",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 535 ," Norfolk, Islas ",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,960,"3,709","3,946,747",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"26,100","53,690","127,721,230",,"14,850","40,222","88,720,481",,"4,650","20,895","48,404,103",,"113,000","230,673","527,021,794",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"326,993","981,269","3,016,908,879",,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 538 , Noruega ,"13,084,128","4,567,163",0,,"8,883,538","4,245,422",0,,"12,694,333","5,437,833",0,,"3,567,029","5,364,797",0,,"6,016,927","6,370,373",0,,"7,974,955","5,718,523",0,,"6,067,075","7,625,000",0,,"4,196,477","17,511,143",0,,"9,823,401","28,887,677",0,,"19,091,579","31,833,633",0,,"30,757,681","40,364,306","1,895,913,980",,"25,010,846","27,450,534","1,484,438,798",,"14,438,075","24,867,249","1,598,255,117",,"12,767,784","25,129,818","1,989,770,936",,"15,375,161","37,586,369","3,760,888,569",,"96,676,458","33,659,306","4,735,361,971",,"13,735,795","53,401,221","10,204,232,351",,"13,967,394","25,659,411","6,211,823,668",,"9,470,284","24,472,001","7,270,171,392",,"8,740,328","21,976,245","8,261,167,548",,"68,772,187","25,456,689","12,431,754,358",,"12,634,413","23,207,596","14,589,616,494",,"14,926,399","20,762,151","14,062,868,928",,"141,143,623","22,635,743","17,914,280,261",,"105,208,733","41,762,255","34,483,202,028",,"138,834,615","30,659,376","28,178,250,946",,"79,854,117","25,696,031","26,772,457,451",,"8,187,181","29,732,647","34,291,557,805",,"8,545,903","26,522,561","37,522,093,235",,"7,915,323","19,516,441","34,076,123,959",,"4,270,502","9,210,338","19,241,279,987",,"6,259,675","9,272,851","21,321,613,500",,"7,651,676","10,056,295","25,651,817,059",,"8,275,270","11,469,108","32,990,865,271",,"9,718,078","15,997,461","41,913,727,046",,"7,800,703","18,785,502","43,681,987,907",,"7,499,936","19,536,196","46,337,435,200",,"14,685,898","27,967,674","58,058,397,524",,"6,732,500","21,676,336","42,232,530,989",,"15,362,549","22,254,777","47,754,076,074",,"25,690,508","37,843,926","72,031,243,716",,"18,978,830","36,241,053","67,873,404,833",,"12,150,685","29,740,560","53,409,902,352",,"24,029,774","31,677,402","59,238,891,611",,"26,606,595","40,086,329","80,367,881,439",,"24,507,599","40,036,664","110,031,583,179",,"43,231,259","42,753,510","129,837,857,704",,"52,911,193","51,421,822","151,651,378,156",," 61,559,063 "," 49,572,092 "," 146,568,668,278 ",," 47,635,402 "," 42,728,625 "," 139,546,930,823 ",,"47,373,178","47,570,139","174,885,566,943",,"54,772,119","56,328,521","211,137,003,478",," 84,808,436 "," 113,416,114 "," 475,655,909,016 ",," 93,197,060 "," 75,359,100 "," 329,752,456,115 "," 62,593,941 "," 32,028,182 "," 124,984,430,428 "
 542 , Nueva Caledonia ,0,0,0,,0,0,0,,0,0,0,,695,"3,443",0,,0,0,0,,0,0,0,,0,0,0,,476,"2,031",0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"809,000","542,250","305,492,805",,0,0,0,,65,467,"299,034",,0,0,0,,"12,000","27,720","23,009,540",,532,"14,062","13,149,376",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"1,100","18,500","42,743,695",,"21,269","108,666","271,191,315",,0,0,0,,"36,998","51,212","123,490,984",,"15,270","165,253","379,306,863",,0,0,0,,"20,257","152,885","335,882,819",,0,0,0,,13,"2,278","4,552,631",,"9,256","19,142","34,621,667",,"5,567","15,010","26,721,258",,1,269,"477,747",,"9,551","19,265","35,267,886",,"15,544","139,497","293,555,222",,"10,274","21,044","57,169,197",,"26,707","178,439","535,308,573",,"10,229","19,864","60,303,636",," 19,327 "," 48,173 "," 144,025,179 ",," 10,844 "," 23,984 "," 78,820,192 ",,"10,165","20,262","73,657,165",,931,"6,730","25,260,504",," 25,882,209 "," 8,063,628 "," 40,467,062,820 ",," 29,819,349 "," 8,846,964 "," 35,440,701,922 ", -   , -   , -   
 545 , Papua Nueva Guinea ,0,0,0,,0,0,0,,400,"7,860",0,,0,0,0,,268,603,0,,61,165,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"3,080","4,288","240,257",,322,"2,167","137,648",,"3,450","15,000","1,237,800",,40,650,"71,780",,640,"8,190","1,109,316",,"2,385","39,600","7,035,804",,63,676,"165,275",,"8,122","46,676","13,933,430",,"2,400","6,288","2,639,451",,0,0,0,,550,"2,007","1,407,088",,"8,000","22,970","16,853,548",,"5,457","20,438","16,363,864",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"5,677","60,017","116,699,455",,"17,246","177,522","354,663,453",,"5,722","58,702","131,574,663",,0,0,0,,0,0,0,,0,0,0,,110,"7,672","17,507,628",,0,0,0,,24,"1,939","3,722,405",,0,0,0,,900,"9,205","18,427,121",,"1,317","3,392","6,161,110",,972,"56,666","106,914,806",,"2,655","10,542","18,765,680",,"20,412","130,338","250,148,271",,263,"20,737","45,974,298",,"34,077","226,184","599,502,334",,"9,773","33,065","98,198,617",,"17,397","58,393","170,665,343",," 4,939 "," 92,923 "," 274,010,291 ",," 64,498 "," 78,247 "," 259,170,567 ",,"4,423","9,031","34,596,822",,0,0,0,, -   , -   , -   ,," 14,250 "," 151,275 "," 695,680,544 "," 1,617 "," 22,931 "," 88,928,023 "
 548 , Nueva Zelandia ,"20,993,825","1,667,962",0,,"12,881,340","1,170,176",0,,"19,140","19,889",0,,"32,475","136,256",0,,"83,882","176,911",0,,"6,495","9,474",0,,"3,374","12,398",0,,"16,815","70,216",0,,"31,486","117,841",0,,"21,721","65,504",0,,"39,806","141,612","6,839,166",,"18,724","60,721","3,274,082",,"4,621","73,233","4,826,404",,"1,106","4,114","332,740",,"55,254","171,344","17,121,949",,"34,745","113,651","14,193,779",,"1,042","2,614","469,840",,"87,474","246,860","61,314,492",,"148,765","355,897","103,884,253",,"99,915","267,236","98,654,654",,"317,514","589,246","301,712,689",,"344,598","692,339","455,295,279",,"619,383","1,270,274","867,370,653",,"667,236","1,368,565","1,084,542,826",,"713,345","2,060,781","1,697,325,649",,"710,279","1,657,939","1,537,602,799",,"1,344,385","3,644,013","3,775,118,351",,"975,346","3,118,413","3,587,775,464",,"1,073,309","2,671,121","3,789,749,658",,"992,464","2,741,933","4,841,871,336",,"1,018,623","2,537,532","5,327,798,798",,"777,906","1,571,307","3,618,878,363",,"1,092,083","2,214,167","5,530,761,806",,"998,179","2,568,177","7,407,546,832",,"1,182,723","3,083,743","8,150,258,214",,"1,091,811","3,914,624","9,089,653,204",,"1,270,865","4,527,443","10,540,958,815",,"1,364,216","5,205,556","10,839,788,843",,"1,456,856","6,344,120","12,751,737,070",,"1,678,730","7,552,054","16,568,042,184",,"1,228,201","7,099,301","13,411,868,971",,"1,268,179","10,289,161","18,984,370,856",,"1,863,524","15,235,486","27,407,535,896",,"1,655,266","11,938,073","22,334,155,982",,"1,810,678","14,313,128","28,928,089,444",,"1,905,040","11,820,558","32,891,408,570",,"2,396,438","14,435,826","43,825,954,515",,"2,434,038","14,648,419","43,180,244,367",," 2,804,135 "," 15,391,526 "," 45,445,721,453 ",," 2,755,795 "," 15,438,341 "," 50,282,091,897 ",,"2,776,263","15,357,623","57,108,406,468",,"2,426,367","12,770,468","47,616,945,886",," 2,292,551 "," 17,425,743 "," 73,882,785,525 ",," 2,564,123 "," 16,111,428 "," 69,215,384,618 "," 1,175,813 "," 7,030,690 "," 27,464,763,428 "
 551 , Vanuatu ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"22,948","345,797","86,625,438",,"150,169","416,772","131,220,664",,"18,940","258,801","89,325,737",,"101,309","526,231","271,030,926",,"40,735","223,493","142,409,507",,"3,040","16,080","10,438,494",,1,"11,350","8,675,713",,0,0,0,,0,0,0,,107,"1,295","1,380,781",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,816,"6,285","17,278,647",,0,0,0,,"1,215","96,605","219,908,724",,32,798,"1,611,929",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"16,024","40,995","115,411,372",,"26,219","64,835","192,830,090",,"28,348","65,561","193,583,147",, -   , -   , -   ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
