,Sector,Ingresos de actividades ordinarias,Costo de ventas,Ganancia bruta,Otros ingresos,Gastos de ventas,Gastos de administración,Otros gastos,Costos financieros,Ingreso (gasto) por impuestos,Ganancia (pérdida),Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,Activos corrientes totales,Propiedades planta y equipo,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,Pasivos por impuestos corrientes corriente,Otros pasivos financieros corrientes,Pasivos corrientes totales,Total de pasivos no corrientes,Total pasivos,Capital emitido,Otras reservas,Ganancias acumuladas,Patrimonio total,Total de patrimonio y pasivos
13936,C,10061472.0,7418767.0,2642705.0,52879.0,1665269.0,435753.0,40129.0,131926.0,169299.0,234604.0,1647058.0,3047959.0,8359916.0,13602648.0,1056537.0,1069586.0,14672234.0,80965.0,80965.0,328593.0,141289.0,300000.0,867110.0,5157013.0,6024123.0,5000000.0,197945.0,2510166.0,8648111.0,14672234.0
13956,C,16466893.0,10399565.0,6067328.0,148569.0,4554173.0,708349.0,159042.0,353517.0,168532.0,247596.0,793899.0,332082.0,6157368.0,7340871.0,1245557.0,1290727.0,8631598.0,122269.0,122269.0,1745841.0,130791.0,2100000.0,4150546.0,413447.0,4563993.0,1500000.0,210962.0,2130798.0,4067605.0,8631598.0
14008,C,36463614.0,30813189.0,5650425.0,42549.0,3045665.0,1262907.0,39180.0,300462.0,394815.0,649945.0,567765.0,2167150.0,517189.0,3350967.0,3361614.0,3361614.0,6712581.0,0.0,394815.0,2637556.0,56013.0,642124.0,3730508.0,1332641.0,5063149.0,400000.0,154556.0,1094876.0,1649432.0,6712581.0
14048,C,14954188.0,5222172.0,9732016.0,180302.0,5656003.0,2391981.0,252442.0,1144119.0,68151.0,460691.0,1711580.0,2420178.0,2554778.0,7480456.0,2081821.0,5501969.0,12982425.0,132002.0,132002.0,740966.0,426342.0,4650837.0,5950147.0,4161195.0,10111342.0,700000.0,333100.0,1837983.0,2871083.0,12982425.0
14076,C,24830919.0,9917833.0,14913086.0,663294.0,8920882.0,4439339.0,32120.0,1378029.0,437295.0,612511.0,1234548.0,4285601.0,8997476.0,15496144.0,494274.0,1576575.0,17072719.0,274473.0,274473.0,2973638.0,636290.0,5769190.0,10349547.0,1516727.0,11866274.0,446001.0,154592.0,4605852.0,5206445.0,17072719.0
14116,C,18083973.0,15539975.0,2543998.0,18610.0,69698.0,1326953.0,715425.0,0.0,218691.0,231841.0,62466.0,1337782.0,3046146.0,5451559.0,1846775.0,1846775.0,7298334.0,14305.0,14305.0,4670688.0,191776.0,1400109.0,6529750.0,32861.0,6562611.0,300000.0,41339.0,28655.0,735723.0,7298334.0
14264,C,17022980.0,13240202.0,3782778.0,136684.0,2156664.0,904553.0,76508.0,266819.0,193039.0,321879.0,1023790.0,2721344.0,868281.0,4861667.0,1943562.0,1943562.0,6805229.0,179651.0,179651.0,1940322.0,223946.0,0.0,2409959.0,725555.0,3135514.0,538000.0,243320.0,2474395.0,3669715.0,6805229.0
14268,C,5333422.0,3051592.0,2281830.0,14275.0,1136161.0,625515.0,24183.0,251400.0,99930.0,158916.0,37811.0,1398203.0,577979.0,2013993.0,3229469.0,3255747.0,5269740.0,207857.0,207857.0,151871.0,0.0,798983.0,1407391.0,1236310.0,2643701.0,300000.0,262417.0,2006956.0,2626039.0,5269740.0
14340,C,12502521.0,9320499.0,3182022.0,47859.0,220342.0,1764461.0,21121.0,237962.0,355313.0,653367.0,3020215.0,960778.0,2467367.0,7340149.0,20427433.0,20429933.0,27770082.0,0.0,0.0,1221995.0,1015132.0,802909.0,3506016.0,9310074.0,12816090.0,874500.0,250995.0,8117764.0,14953992.0,27770082.0
14440,C,6741905.0,1553845.0,5188060.0,15787.0,3013780.0,1128086.0,32589.0,190384.0,289955.0,549608.0,45003.0,2321587.0,71171.0,2602262.0,3003406.0,3023172.0,5625434.0,0.0,0.0,687739.0,118968.0,410829.0,1749210.0,785089.0,2534299.0,600000.0,1043659.0,1447476.0,3091135.0,5625434.0
14476,C,24721045.0,17171850.0,7549195.0,434690.0,3626745.0,1269277.0,165182.0,966298.0,814680.0,1256227.0,481089.0,5118933.0,4133195.0,12649553.0,3232685.0,3467802.0,16117355.0,272552.0,272552.0,2966458.0,577940.0,3772591.0,7589541.0,2430186.0,10019727.0,3110711.0,55987.0,2001309.0,6097628.0,16117355.0
14532,C,21988066.0,11148509.0,10839557.0,183459.0,1078685.0,2135031.0,3670.0,1247373.0,2266157.0,5164081.0,1694445.0,714008.0,3325461.0,7213176.0,22769413.0,23252991.0,30466167.0,181644.0,181644.0,3509803.0,2520737.0,17115.0,7941132.0,8779155.0,16720287.0,5478060.0,633028.0,7634792.0,13745880.0,30466167.0
14552,C,858776.0,475833.0,382943.0,10102.0,55870.0,314781.0,3033.0,6567.0,10334.0,2524.0,108300.0,103974.0,16803.0,281241.0,519528.0,522633.0,803874.0,144029.0,144029.0,173474.0,231099.0,144074.0,695652.0,2636.0,698288.0,150000.0,29317.0,-73731.0,105586.0,803874.0
14600,C,7750927.0,5496918.0,2254009.0,168461.0,947407.0,839375.0,0.0,558973.0,74339.0,2376.0,162717.0,1740700.0,1415291.0,3318717.0,5212049.0,8519813.0,11838530.0,0.0,0.0,1126072.0,107223.0,2064092.0,3472966.0,2412220.0,5885186.0,2000000.0,584450.0,1348923.0,5953344.0,11838530.0
14688,C,11199157.0,7790712.0,3408445.0,85623.0,2429519.0,841357.0,42619.0,161559.0,44793.0,42087.0,871032.0,392462.0,1683570.0,2987939.0,54261.0,58911.0,3046850.0,94865.0,94865.0,1494387.0,84143.0,1247.0,1674642.0,190120.0,1864762.0,1000000.0,154347.0,27741.0,1182088.0,3046850.0
14864,C,32991014.0,26224535.0,6766479.0,162785.0,2261027.0,2417260.0,90559.0,1430001.0,34002.0,704780.0,539355.0,1899040.0,4745315.0,8149617.0,42693645.0,42697569.0,50847186.0,1093233.0,1093233.0,5748673.0,438540.0,5950830.0,13231276.0,8520005.0,21751281.0,31761678.0,405825.0,-3071598.0,29095905.0,50847186.0
14888,C,26183031.0,21873006.0,4310025.0,0.0,1601140.0,851578.0,29698.0,773107.0,280179.0,833616.0,94017.0,3653369.0,3464572.0,8002520.0,4805176.0,5895127.0,13897647.0,113427.0,113427.0,2409491.0,360262.0,2782677.0,5693184.0,797709.0,6490893.0,7110123.0,1275155.0,-468298.0,7406754.0,13897647.0
14912,C,27257835.0,14188759.0,13069076.0,2557277.0,7812456.0,3207518.0,792339.0,2414704.0,582847.0,816489.0,1706499.0,17889792.0,9066583.0,29242586.0,16981897.0,28560450.0,57803036.0,568663.0,1065775.0,7429479.0,5115624.0,4661746.0,18272624.0,25268063.0,43540687.0,16000000.0,2668586.0,-6531028.0,14262349.0,57803036.0
15112,C,69974729.0,59930930.0,10043799.0,486381.0,4174634.0,1689174.0,888391.0,1994654.0,981186.0,1045542.0,20235.0,12830191.0,4459647.0,22969086.0,11029613.0,18165187.0,41134273.0,358242.0,358242.0,9456604.0,1914011.0,5060453.0,16789310.0,9422413.0,26211723.0,8236155.0,702676.0,5874967.0,14922550.0,41134273.0
15180,C,39379001.0,32946197.0,6432804.0,1236668.0,2322034.0,972446.0,217869.0,1783627.0,171706.0,2325006.0,350610.0,4712703.0,1949727.0,8133857.0,31285087.0,32608149.0,40742006.0,598179.0,598179.0,7179935.0,0.0,3097282.0,10875396.0,16900398.0,27775794.0,4500000.0,1236213.0,7229999.0,12966212.0,40742006.0
15208,C,9845031.0,6837965.0,3007066.0,34324.0,320026.0,1211523.0,440359.0,0.0,394451.0,675031.0,309315.0,8599616.0,779134.0,10176048.0,3079110.0,3178020.0,13354068.0,207370.0,207370.0,1353550.0,377076.0,5960554.0,7898550.0,78220.0,7976770.0,137384.0,159593.0,4517321.0,5377298.0,13354068.0
15228,C,15940354.0,13848029.0,2092325.0,1855004.0,0.0,1481684.0,19099.0,371543.0,379009.0,1695994.0,114822.0,2356834.0,1161805.0,4780458.0,8397132.0,11096810.0,15877268.0,0.0,0.0,1366796.0,443848.0,2452964.0,4829251.0,171851.0,5001102.0,2550000.0,364207.0,7961959.0,10876166.0,15877268.0
15452,C,26666007.0,26492554.0,173453.0,1057621.0,4022401.0,1937725.0,185339.0,2127281.0,-1453892.0,-5447735.0,165664.0,4719104.0,4552916.0,9437684.0,29389264.0,34254072.0,43691756.0,235259.0,235259.0,11314784.0,2176496.0,1099990.0,15094765.0,18075893.0,33170658.0,12099703.0,91313.0,-12879162.0,10521098.0,43691756.0
15528,C,1926521.0,1829369.0,97152.0,32368.0,93531.0,522550.0,117527.0,389921.0,-87809.0,-906200.0,27554.0,147926.0,2327370.0,2607440.0,5598992.0,9364741.0,11972181.0,312000.0,312000.0,1077618.0,230074.0,231851.0,2032843.0,3375939.0,5408782.0,1000000.0,327506.0,5235893.0,6563399.0,11972181.0
15656,C,22864649.0,23555532.0,-690883.0,19596.0,166176.0,1667454.0,21107.0,411450.0,25350.0,-2962742.0,215449.0,4412641.0,1704118.0,7715767.0,17253163.0,17517589.0,25233356.0,71593.0,71593.0,9901461.0,372954.0,12953.0,10358961.0,3252402.0,13611363.0,300000.0,150000.0,-1212592.0,11621993.0,25233356.0
15796,C,13258980.0,10550569.0,2708411.0,9338.0,239111.0,1485870.0,318006.0,0.0,358594.0,316168.0,170095.0,1809681.0,69929.0,2311788.0,5483183.0,5486008.0,7797796.0,374579.0,374579.0,1389654.0,0.0,645887.0,4073393.0,250438.0,4323831.0,1535000.0,458406.0,1480559.0,3473965.0,7797796.0
15892,C,9681653.0,7068670.0,2612983.0,28576.0,1004016.0,773597.0,0.0,320259.0,214216.0,357983.0,272417.0,3088280.0,1798824.0,5217090.0,745884.0,824797.0,6041887.0,223367.0,223367.0,2105251.0,35314.0,626253.0,3274061.0,606673.0,3880734.0,200000.0,100000.0,1861153.0,2161153.0,6041887.0
15924,C,63934774.0,43367536.0,20567238.0,668308.0,7397773.0,6518661.0,356611.0,10350715.0,-733035.0,-3010754.0,4428071.0,16603856.0,13970060.0,36805891.0,56924130.0,60877904.0,97683795.0,422961.0,422961.0,13880900.0,1127950.0,24154806.0,39592373.0,50979077.0,90571450.0,2964034.0,1856206.0,2288305.0,7112345.0,97683795.0
15968,C,5228741.0,3887916.0,1340825.0,7450.0,424464.0,818332.0,11258.0,93774.0,16742.0,49091.0,182481.0,810725.0,313053.0,1470321.0,255388.0,259827.0,1730148.0,165465.0,165465.0,553121.0,52652.0,5566.0,1096442.0,45733.0,1142175.0,801000.0,41073.0,-254100.0,587973.0,1730148.0
16392,C,12043268.0,9625726.0,2417542.0,22728.0,468341.0,1731420.0,132261.0,0.0,93035.0,15213.0,362723.0,554216.0,3843571.0,4794669.0,21170423.0,22560650.0,27355319.0,480248.0,995476.0,1118456.0,41675.0,701076.0,2856683.0,2368120.0,5224803.0,2471960.0,677432.0,18981124.0,22130516.0,27355319.0
16416,C,27351040.0,16497447.0,10853593.0,322214.0,3502194.0,5243526.0,22902.0,2012449.0,-274334.0,2307050.0,2523082.0,4794589.0,6537210.0,15502333.0,7021705.0,7798384.0,23300717.0,635124.0,635124.0,4119702.0,1318976.0,4778343.0,11016665.0,625733.0,11642398.0,2000000.0,2966568.0,6279133.0,11658319.0,23300717.0
16752,C,11903305.0,8906563.0,2996742.0,0.0,1807886.0,598816.0,0.0,792227.0,130680.0,209641.0,146551.0,5093991.0,1723529.0,6964071.0,18731.0,21172.0,6985243.0,56436.0,56436.0,4499527.0,44996.0,163333.0,4764292.0,6681.0,4770973.0,400000.0,0.0,1655022.0,2214270.0,6985243.0
16812,C,9133404.0,1988687.0,7144717.0,226971.0,2979573.0,2309466.0,15188.0,1051991.0,389569.0,680638.0,729616.0,3561153.0,715125.0,6674291.0,1205219.0,1211679.0,7885970.0,218390.0,607959.0,5313856.0,92842.0,0.0,6033444.0,0.0,6033444.0,400000.0,366299.0,1086227.0,1852526.0,7885970.0
16952,C,10099760.0,6812448.0,3287312.0,4916.0,1467898.0,1131788.0,37725.0,248166.0,26806.0,357006.0,121949.0,2302587.0,2162508.0,4847172.0,2822325.0,2827795.0,7674967.0,170083.0,170083.0,2958093.0,61797.0,422203.0,3665870.0,1562202.0,5228072.0,854000.0,383503.0,1057392.0,2446895.0,7674967.0
17000,C,19089190.0,15269171.0,3820019.0,41120.0,1101405.0,1161997.0,333608.0,731691.0,32229.0,557560.0,1155313.0,5851813.0,3261609.0,10268735.0,5321083.0,5364561.0,15633296.0,0.0,0.0,2169272.0,42860.0,3105975.0,5912795.0,4187403.0,10100198.0,1464339.0,261892.0,2798662.0,5533098.0,15633296.0
17056,C,25536182.0,16353093.0,9183089.0,118525.0,3450477.0,1623482.0,601419.0,0.0,1119679.0,2506557.0,1472073.0,6728664.0,5314203.0,13677669.0,9382049.0,9441311.0,23118980.0,386386.0,386386.0,5289637.0,715276.0,344730.0,6742602.0,5500828.0,12243430.0,4566770.0,2523389.0,2506557.0,10875550.0,23118980.0
17184,C,6417575.0,5177275.0,1240300.0,450700.0,330293.0,627550.0,219116.0,95896.0,307664.0,367442.0,80326.0,2857261.0,553135.0,3868146.0,2121791.0,2121791.0,5989937.0,74116.0,74116.0,1562138.0,336930.0,611508.0,2584692.0,7554.0,2592246.0,300000.0,150000.0,2947691.0,3397691.0,5989937.0
17252,C,3099098.0,1881562.0,1217536.0,375228.0,390749.0,480885.0,152387.0,176743.0,65544.0,339644.0,201127.0,582367.0,14342.0,1230087.0,7013690.0,7081049.0,8311136.0,112195.0,112195.0,438843.0,148855.0,292168.0,997428.0,2091428.0,3088856.0,375000.0,727399.0,4119881.0,5222280.0,8311136.0
17368,C,5342209.0,6484403.0,-1142194.0,356151.0,262372.0,844279.0,17272.0,942307.0,0.0,-2850970.0,107544.0,168288.0,852189.0,1726092.0,16654903.0,17571957.0,19298049.0,52793.0,52793.0,217811.0,72229.0,0.0,344892.0,20971174.0,21316066.0,1670000.0,29329.0,-3968147.0,-2018017.0,19298049.0
17612,C,103045041.0,83084014.0,19961027.0,210585.0,8585714.0,4779479.0,69038.0,2690265.0,994575.0,3052541.0,4837977.0,15650568.0,5544671.0,30164871.0,46093478.0,50819608.0,80984479.0,859155.0,859155.0,10234218.0,244140.0,5733487.0,17071000.0,25924894.0,42995894.0,7700000.0,1207316.0,26106243.0,37988585.0,80984479.0
17656,C,10242317.0,5537250.0,4705067.0,112507.0,88409.0,758748.0,16642.0,103516.0,767631.0,3804234.0,1813584.0,7611061.0,2560259.0,11984904.0,1121906.0,1122702.0,13107606.0,0.0,0.0,1746982.0,0.0,0.0,2016101.0,0.0,2016101.0,68850.0,142506.0,10880149.0,11091505.0,13107606.0
18148,C,8366814.0,5483793.0,2883021.0,16036.0,413269.0,895912.0,550041.0,0.0,384739.0,655096.0,60666.0,4532845.0,1087193.0,9911163.0,2243723.0,4564089.0,14475252.0,7838.0,7838.0,428889.0,442311.0,187633.0,1066671.0,4675524.0,5742195.0,2127000.0,502362.0,5649075.0,8733057.0,14475252.0
18288,C,1191751.0,1066535.0,125216.0,11543.0,93000.0,176921.0,162751.0,176364.0,21173.0,-477611.0,142270.0,1152925.0,54917.0,1375632.0,0.0,0.0,1375632.0,0.0,0.0,32094.0,30827.0,158.0,63079.0,440.0,63519.0,509282.0,193061.0,609770.0,1312113.0,1375632.0
18404,C,9928307.0,3119754.0,6808553.0,10675.0,1872170.0,3902605.0,456449.0,0.0,317834.0,270170.0,442618.0,1678310.0,1492265.0,3613193.0,3338260.0,3338260.0,6951453.0,103149.0,292695.0,1052506.0,52982.0,1084436.0,2482619.0,1832118.0,4314737.0,1574634.0,963997.0,98085.0,2636716.0,6951453.0
18464,C,1378143.0,1192958.0,185185.0,9149.0,128856.0,144172.0,27176.0,0.0,0.0,-105870.0,80559.0,531674.0,454573.0,1195018.0,448333.0,450630.0,1645648.0,29563.0,29563.0,722826.0,61043.0,0.0,813432.0,387055.0,1200487.0,20000.0,12771.0,379344.0,445161.0,1645648.0
18492,C,9568823.0,3895480.0,5673343.0,384437.0,2377771.0,2599443.0,35956.0,637902.0,231844.0,174864.0,1729918.0,4218781.0,2010533.0,8149952.0,348703.0,348703.0,8498655.0,137614.0,137614.0,4479938.0,363501.0,25266.0,5155603.0,156002.0,5311605.0,1141509.0,934909.0,174864.0,3187050.0,8498655.0
18624,C,2902909.0,1614821.0,1288088.0,195566.0,378752.0,476932.0,243788.0,3028.0,128129.0,253025.0,3248004.0,527498.0,25803.0,3801305.0,1122093.0,3939138.0,7740443.0,27952.0,27952.0,535657.0,3376.0,0.0,635880.0,2984342.0,3620222.0,1241000.0,443670.0,2435551.0,4120221.0,7740443.0
18784,C,16838308.0,13314065.0,3524243.0,68946.0,303601.0,1038917.0,136626.0,1112720.0,884568.0,274451.0,323161.0,3838930.0,5210936.0,9787597.0,10509894.0,10557229.0,20344826.0,121907.0,121907.0,5012226.0,95570.0,767236.0,5996939.0,6561895.0,12558834.0,650000.0,99559.0,6539541.0,7785992.0,20344826.0
18828,C,17503168.0,15282355.0,2220813.0,57263.0,696405.0,519476.0,62067.0,200458.0,438601.0,493053.0,1101205.0,3890926.0,2007790.0,7210884.0,909254.0,2128724.0,9339608.0,46297.0,46297.0,1939819.0,196118.0,3295040.0,5477274.0,350000.0,5827274.0,801466.0,92551.0,1436790.0,3512334.0,9339608.0
18860,C,40706.0,10482.0,30224.0,0.0,0.0,28848.0,21.0,0.0,454.0,901.0,11413.0,178.0,1239.0,12830.0,0.0,0.0,12830.0,2461.0,2461.0,434.0,12380.0,0.0,15275.0,184769.0,200044.0,15000.0,0.0,-202214.0,-187214.0,12830.0
18884,C,8805311.0,6455354.0,2349957.0,4987.0,459507.0,690876.0,386126.0,111041.0,470262.0,242601.0,198328.0,2264701.0,225793.0,3601168.0,3273567.0,3539826.0,7140994.0,165706.0,165706.0,620107.0,122753.0,591168.0,1499734.0,0.0,1499734.0,2000000.0,571317.0,3069943.0,5641260.0,7140994.0
18956,C,9990440.0,9937773.0,52667.0,53208.0,456541.0,741819.0,67700.0,749867.0,0.0,-1290727.0,802713.0,1078642.0,1940836.0,5043232.0,21364371.0,26973556.0,32016788.0,264075.0,3122250.0,2520566.0,0.0,0.0,5642816.0,19855715.0,25498531.0,9580950.0,11965635.0,-15028328.0,6518257.0,32016788.0
18972,C,9294355.0,4162122.0,5132233.0,156449.0,2988358.0,1499364.0,94223.0,321545.0,197310.0,210231.0,325295.0,3582443.0,857543.0,5056207.0,428422.0,851315.0,5907522.0,181923.0,181923.0,1050270.0,385601.0,1416296.0,3034090.0,716537.0,3750627.0,945900.0,117350.0,1093645.0,2156895.0,5907522.0
19000,C,28909808.0,14805095.0,14104713.0,238396.0,7053597.0,3535014.0,241706.0,761105.0,1259591.0,1492096.0,1712794.0,10250189.0,3132390.0,15133155.0,9635216.0,11582057.0,26715212.0,648837.0,648837.0,4700757.0,2398147.0,1367423.0,9115164.0,12330757.0,21445921.0,400000.0,710077.0,4159214.0,5269291.0,26715212.0
19028,C,6328932.0,4759013.0,1569919.0,35401.0,400323.0,400514.0,146680.0,316446.0,6385.0,414724.0,187343.0,1527543.0,3140975.0,5265819.0,2680663.0,3361488.0,8627307.0,97152.0,97152.0,1699145.0,154352.0,0.0,2019993.0,1190121.0,3210114.0,4650000.0,0.0,767193.0,5417193.0,8627307.0
19032,C,52819484.0,44515260.0,8304224.0,1574921.0,1156513.0,2326901.0,445982.0,1567986.0,1927391.0,2454372.0,2748307.0,13543799.0,4981169.0,21985863.0,23706061.0,26534033.0,48519896.0,188610.0,188610.0,11195828.0,24525.0,2364264.0,13816776.0,2705711.0,16522487.0,670000.0,783922.0,30543487.0,31997409.0,48519896.0
19176,C,2594381.0,1749216.0,845165.0,1945.0,289327.0,258014.0,40012.0,48714.0,97773.0,114272.0,191126.0,466088.0,710426.0,1367640.0,99883.0,99883.0,1467523.0,58681.0,58681.0,100502.0,243864.0,3056.0,408576.0,788137.0,1196713.0,360000.0,145312.0,-234502.0,270810.0,1467523.0
19232,C,4226304.0,3362192.0,864112.0,635428.0,498063.0,746372.0,125135.0,582475.0,15818.0,-468323.0,18084.0,3827201.0,2490029.0,6335314.0,5813012.0,12601945.0,18937259.0,179907.0,179907.0,869058.0,7724448.0,1351534.0,10605893.0,4497496.0,15103389.0,2400000.0,469989.0,-2935145.0,3833870.0,18937259.0
19300,C,16035842.0,11654047.0,4381795.0,6933.0,0.0,1170577.0,52555.0,12747.0,1047590.0,2126924.0,3704443.0,6863301.0,1005135.0,13171001.0,31911.0,2054463.0,15225464.0,13577.0,13577.0,7373242.0,1073629.0,570592.0,9031040.0,356093.0,9387133.0,600000.0,500622.0,4737709.0,5838331.0,15225464.0
19364,C,8824992.0,6392816.0,2432176.0,60826.0,1024853.0,898285.0,5588.0,424067.0,-88002.0,228211.0,175345.0,2417427.0,1285412.0,3892672.0,10960773.0,15028902.0,18921574.0,234649.0,234649.0,2314856.0,70978.0,2163994.0,5455110.0,3510502.0,8965612.0,800000.0,389808.0,6916154.0,9955962.0,18921574.0
19420,C,9808723.0,6346407.0,3462316.0,0.0,172639.0,1690961.0,26568.0,352610.0,439983.0,779555.0,248152.0,4039708.0,58744.0,4346604.0,4625152.0,4625152.0,8971756.0,171998.0,171998.0,1761194.0,349715.0,659887.0,2942794.0,2236330.0,5179124.0,1160000.0,189899.0,2442733.0,3792632.0,8971756.0
19548,C,14416021.0,9684602.0,4731419.0,424723.0,2100023.0,801148.0,190147.0,673020.0,475695.0,916109.0,762193.0,5773897.0,610547.0,7695433.0,7243051.0,7293910.0,14989343.0,385503.0,385503.0,4712847.0,746063.0,1092396.0,6991897.0,2474749.0,9466646.0,400000.0,200000.0,4922697.0,5522697.0,14989343.0
19620,C,27123650.0,23277736.0,3845914.0,4485.0,2970375.0,521937.0,198983.0,32924.0,488857.0,2005727.0,1840447.0,3285746.0,10696962.0,15843898.0,4491615.0,8641455.0,24485353.0,69827.0,69827.0,7344106.0,191742.0,0.0,7672267.0,85768.0,7758035.0,100000.0,50000.0,5323464.0,16727318.0,24485353.0
19720,C,8451283.0,6121704.0,2329579.0,32124.0,837795.0,1436110.0,6867.0,126037.0,20704.0,-51148.0,514234.0,2516212.0,1357909.0,4388355.0,2548267.0,2795952.0,7184307.0,156743.0,362641.0,1950457.0,63009.0,36603.0,2457421.0,207469.0,2664890.0,311808.0,794530.0,1320912.0,4519417.0,7184307.0
19856,C,21772452.0,17461277.0,4311175.0,0.0,1496148.0,1240166.0,16957.0,1160823.0,262059.0,802070.0,156334.0,5163964.0,25300630.0,30724128.0,6084223.0,6090118.0,36814246.0,195930.0,195930.0,13405526.0,13383.0,11583816.0,25198655.0,1975455.0,27174110.0,1100000.0,675041.0,7865095.0,9640136.0,36814246.0
19876,C,5559696.0,3130274.0,2429422.0,172138.0,940747.0,1144171.0,13351.0,823684.0,-137104.0,296928.0,262222.0,1820711.0,1723622.0,4376477.0,1867905.0,5061638.0,9438115.0,0.0,0.0,4254068.0,42128.0,335020.0,4635771.0,1067961.0,5703732.0,2493677.0,0.0,1126637.0,3734383.0,9438115.0
19928,C,32114261.0,25170899.0,6943362.0,333724.0,572062.0,2208146.0,1733309.0,0.0,1022879.0,1740690.0,2564082.0,4454783.0,5270355.0,13524957.0,13465479.0,13465479.0,26990436.0,203727.0,1221858.0,5860186.0,109247.0,0.0,7191291.0,3465204.0,10656495.0,2300000.0,1150190.0,12883751.0,16333941.0,26990436.0
19992,C,79109735.0,76456904.0,2652831.0,1369115.0,0.0,3606649.0,0.0,0.0,218617.0,196680.0,959839.0,16488757.0,3297251.0,20746433.0,10866737.0,10867690.0,31614123.0,177065.0,177065.0,8585968.0,2195432.0,2030744.0,12992352.0,1359357.0,14351709.0,1300000.0,13230501.0,2731913.0,17262414.0,31614123.0
20036,C,9621523.0,5787899.0,3833624.0,43712.0,432429.0,2231787.0,18608.0,326545.0,374724.0,445062.0,146414.0,2505841.0,716852.0,3369107.0,2268451.0,2274660.0,5643767.0,86852.0,86852.0,1048188.0,204043.0,397483.0,1752607.0,1775914.0,3528521.0,510000.0,92384.0,1508965.0,2115246.0,5643767.0
20216,C,2195200.0,1606681.0,588519.0,0.0,0.0,163378.0,38834.0,83729.0,133080.0,188854.0,34842.0,99245.0,51140.0,213079.0,404949.0,996581.0,1209660.0,17543.0,17543.0,215499.0,68500.0,0.0,301542.0,447542.0,749084.0,115000.0,53052.0,292524.0,460576.0,1209660.0
20264,C,6402424.0,3629101.0,2773323.0,113718.0,94351.0,1546326.0,95272.0,475983.0,300915.0,413250.0,678282.0,912963.0,3791695.0,5382940.0,3979816.0,4225116.0,9608056.0,17770.0,17770.0,408388.0,389731.0,0.0,815889.0,3900018.0,4715907.0,2040534.0,288824.0,413250.0,4892149.0,9608056.0
20272,C,18152289.0,13634996.0,4517293.0,176049.0,2105017.0,952345.0,0.0,1375201.0,-180140.0,447201.0,397819.0,3270239.0,4634662.0,8867953.0,8516471.0,12842722.0,21710675.0,268267.0,268267.0,2045773.0,432273.0,1664695.0,4411008.0,8273150.0,12684158.0,2000000.0,273464.0,6753053.0,9026517.0,21710675.0
20324,C,17620334.0,13052834.0,4567500.0,405042.0,585816.0,2269603.0,97866.0,139327.0,805482.0,1117390.0,1302817.0,1934409.0,1458717.0,6376707.0,4022026.0,4222226.0,10598933.0,120478.0,120478.0,1309158.0,475089.0,218708.0,2221718.0,922046.0,3143764.0,800000.0,400000.0,6255169.0,7455169.0,10598933.0
20420,C,6929203.0,3832479.0,3096724.0,343662.0,1886964.0,1043338.0,502688.0,0.0,-134673.0,142069.0,112167.0,499936.0,894746.0,1841510.0,4354151.0,4454278.0,6295788.0,157091.0,157091.0,871683.0,217346.0,448432.0,1694552.0,775851.0,2470403.0,1000000.0,214313.0,347695.0,3825385.0,6295788.0
20440,C,25456740.0,17594399.0,7862341.0,37771.0,2331555.0,3304708.0,34010.0,227893.0,1208958.0,912505.0,3147240.0,2246527.0,2010419.0,7566517.0,4946116.0,4972354.0,12538871.0,402891.0,407301.0,3345096.0,825959.0,1738.0,5053380.0,2158792.0,7212172.0,200000.0,100000.0,5026699.0,5326699.0,12538871.0
