Código,País,Enero - Diciembre 1980,,Enero - Diciembre 1981,,Enero - Diciembre 1982,,Enero - Diciembre 1983,,Enero - Diciembre 1984,,Enero - Diciembre 1985,,Enero - Diciembre 1986,,Enero - Diciembre 1987,,Enero - Diciembre 1988,,Enero - Diciembre 1989,,Enero - Diciembre 1990,,Enero - Diciembre 1991,,Enero - Diciembre 1992,,Enero - Diciembre 1993,,Enero - Diciembre 1994,,Enero - Diciembre 1995,,Enero - Diciembre 1996,,Enero - Diciembre 1997,,Enero - Diciembre 1998,,Enero - Diciembre 1999,,Enero - Diciembre 2000,,,,,Enero - Diciembre 2001,,,,,Enero - Diciembre 2002,,,,,Enero - Diciembre 2003,,,,,Enero - Diciembre 2004,,,,,Enero - Diciembre 2005,,,,,Enero - Diciembre 2006,,,,,Enero - Diciembre 2007,,,,,Enero - Diciembre 2008,,,,,Enero - Diciembre 2009,,,,,Enero - Diciembre 2010,,,,,Enero - Diciembre 2011,,,,,Enero - Diciembre 2012,,,,,Enero - Diciembre 2013,,,,,Enero - Diciembre 2014,,,,,Enero - Diciembre 2015,,,,,Enero - Diciembre 2016,,,,,Enero - Diciembre 2017,,,,,Enero - Diciembre 2018,,,,,Enero-diciembre2019,,,,,Enero-diciembre2020,,,,,Enero-diciembre2021,,,,Enero - diciembre 2022,,,,Enero - diciembre 2023,,,,Enero - mayo 2024,,,
242,El Salvador,"446,756",,"106,129",,"218,953",,"63,654",,"278,583",,"2,003,218",,"1,900,337",,"20,142",,"152,936",,"157,098",,"726,691",,"565,822",,"1,184,796",,"1,974,152",,"1,147,735",,"1,082,901",,"937,608",,"1,770,910",,"2,917,712",,"872,717",,"372,822","772,593,673","317,146","181,615",,"1,151,212","2,619,004,290","960,930","2,217,915",,"1,019,096","2,558,279,516","637,634","5,236,407",,"803,498","2,004,269,464","603,019","1,357,478",,"619,225","1,632,954,719","510,372","1,139,217",,"1,032,067","2,398,564,696","863,461","1,534,993",,"2,597,714","6,181,903,363","2,216,432","2,781,269",,"5,655,195","11,461,957,443","5,353,095","2,388,539",,"3,184,335","6,296,926,814","2,750,729","3,268,788",,"3,312,029","7,021,402,231","2,960,365","1,894,198",,"6,261,653","11,816,467,852","5,733,669","5,767,810",,"6,073,785","11,254,547,311","5,620,002","2,668,428",,"9,337,141","16,737,798,921","8,826,747","2,966,351",,"16,589,183","30,961,634,993","15,303,877","13,627,618",,"15,815,916","31,303,802,895","14,834,465","9,406,343",,"13,835,559","37,127,268,338","12,877,331","7,489,187",,"13,838,087","42,228,120,997","12,958,036","11,038,412",,"12,396,713","36,620,573,937","11,599,598","9,773,762",,"10,464,480","30,765,308,180","9,787,394","6,900,650",,"10,094,675","33,149,355,632","9,271,343","9,591,779",,"8,714,147","31,984,864,082","8,148,707","6,956,909",,"7,527,543","28,270,578,835","6,947,823","4,289,117","11,155,009","47,466,787,990","10,100,179","7,568,990","8,031,110","34,507,149,078","7,534,516","4,230,010","3,538,905","13,763,844,971","3,349,014","1,716,378"
243,Eritrea,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"29,774",,"141,951",,"49,784",,"67,512",,"230,817","473,012,541","220,917","21,210",,"163,633","373,163,263","150,679","510,747",,"174,456","434,794,558","169,421","23,877",,"43,646","6,687,215","1,913","1,149",,"4,215","11,516,957","3,900","2,000",,"214,938","492,918,820","185,419","1,309,243",,"367,941","830,804,661","326,382","2,828,978",,"87,610","190,990,674","82,295","14,280",,"1,818","4,258,750","1,738",206,,"19,598","37,267,954","19,215",300,,"5,461","10,385,595","4,356",39,,"7,260","12,953,126","7,047",190,,"63,024","113,625,707","60,590","26,585",,"2,071","3,902,075","2,029",313,,"56,154","108,794,331","52,927","23,060",,"109,118","319,719,925","106,526","2,115",,523,"1,508,948",310,3,,41.77,125355,10.14,0.66,,"14,501","42,139,359","14,146",295,,"1,358","4,538,572","1,296",103,,59,"211,207",49,1,,"53,852","191,251,361","49,846","20,495","26,082","127,676,222","25,141",439,"24,690","111,710,928","22,559","24,199",187,"722,549",181,14
244,Emiratos Árabes Unidos,"45,197",,"66,034",,"6,422",,"8,704",,"34,068",,0,,"16,138",,0,,"73,702",,"298,153",,"1,062,975",,"53,300",,"41,803",,"328,920",,"213,536",,"229,174",,"257,083",,"288,084",,"323,422",,"246,912",,"211,827","445,731,424","188,298","31,024",,"351,930","810,754,425","320,548","60,914",,"311,562","799,584,061","274,370","388,780",,"838,063","2,126,323,067","651,929","978,289",,"813,104","2,136,114,399","671,542","1,430,648",,"935,550","2,188,886,541","811,849","722,730",,"1,432,307","3,374,854,723","1,213,580","1,632,683",,"1,857,561","3,847,789,564","1,634,504","1,422,259",,"16,825,448","34,169,496,218","15,415,320","2,468,297",,"9,315,515","21,473,960,901","8,567,147","1,299,789",,"9,590,104","18,171,024,077","8,788,102","3,140,607",,"42,447,978","78,782,068,666","39,106,428","20,091,027",,"32,794,474","59,239,873,476","28,047,533","9,948,116",,"9,599,541","18,017,506,819","8,896,525","3,166,471",,"17,644,159","35,128,450,016","16,304,993","7,343,490",,"41,998,202","114,022,425,335","38,970,669","53,677,466",,"11,965,277","36,479,963,650","11,152,411","7,405,652",,"18,110,886","53,532,303,158","16,699,106","10,810,620",,"21,135,018","62,904,453,271","19,577,754","11,445,193",,"49,667,684","161,332,401,751","45,139,559","69,005,817",,"68,858,408","246,539,410,950","61,004,815","137,329,017",,"59,124,835","220,948,481,977","53,610,839","30,792,993","65,145,219","274,971,243,651","57,169,156","22,852,827","44,007,046","191,991,646,793","39,704,370","22,656,024","28,539,093","110,450,249,757","25,650,389","31,077,471"
245,España,"149,868,324",,"141,758,180",,"144,358,337",,"132,238,272",,"96,033,911",,"129,031,844",,"170,846,759",,"120,145,038",,"123,157,733",,"111,439,496",,"115,129,352",,"75,651,495",,"112,685,271",,"220,732,018",,"261,958,706",,"282,696,644",,"344,340,955",,"350,945,297",,"449,959,703",,"239,227,586",,"210,389,932","440,677,319,794","194,794,264","142,241,939",,"245,331,980","563,926,120,661","226,902,606","150,492,293",,"260,248,052","650,481,115,726","241,825,176","194,325,381",,"275,419,338","737,463,971,547","237,700,113","209,899,414",,"260,148,253","685,579,643,749","242,743,867","165,409,778",,"333,314,067","773,589,301,337","309,496,543","219,026,518",,"387,239,889","915,055,015,026","361,123,594","173,890,164",,"455,753,082","945,919,979,815","424,790,282","198,080,062",,"567,612,778","1,102,673,569,077","533,164,567","192,742,977",,"441,576,429","958,801,688,038","416,976,114","197,542,714",,"501,562,372","946,918,153,755","472,599,620","237,375,203",,"613,706,397","1,133,892,583,031","571,646,374","316,594,808",,"789,152,096","1,418,601,386,582","738,738,115","469,691,487",,"963,310,233","1,794,354,143,425","903,835,121","617,056,759",,"966,858,410","1,924,483,255,504","905,184,220","576,650,251",,"915,251,380","2,492,807,929,809","861,094,592","764,899,167",,"918,493,809","2,799,083,747,965","863,198,265","1,244,271,156",,"967,439,729","2,858,194,461,650","913,472,829","978,851,734",,"991,617,585","2,923,942,798,603","934,043,772","932,690,666",,"1,030,331,739","3,374,297,460,954","971,353,764","878,663,131",,"798,062,649","2,925,183,524,774","749,797,210","735,049,152",,"1,289,324,004","4,833,252,570,165","1,185,863,159","1,079,165,280","1,467,678,921","6,183,318,058,031","1,321,749,556","858,761,204","1,256,349,393","5,497,335,989,364","1,173,644,308","689,265,620","437,319,800","1,703,655,531,322","415,410,957","199,396,237"
246,Eslovaquia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"4,733,947",,"4,838,844",,"2,702,414",,"5,368,824",,"4,160,945",,"7,225,376",,"4,096,133","8,494,460,990","3,882,996","2,378,680",,"3,699,462","8,518,055,228","3,450,257","2,278,832",,"3,234,129","7,769,476,529","3,067,618","1,446,264",,"212,322","11,071,892,754","3,756,405","2,776,217",,"2,825,847","7,486,617,751","2,690,379","551,048",,"3,577,512","8,265,945,643","3,342,579","1,642,633",,"4,339,276","10,170,291,698","4,097,914","1,064,208",,"3,640,662","7,433,908,794","3,448,536","654,504",,"9,212,005","19,097,391,185","8,814,887","773,114",,"19,923,984","44,520,501,433","19,548,972","941,759",,"13,415,228","25,399,416,019","12,876,422","1,379,850",,"15,770,577","29,107,563,098","15,086,969","2,020,058",,"19,533,922","35,159,266,970","18,838,372","1,593,196",,"25,148,756","46,517,668,933","24,355,530","4,151,522",,"37,420,204","73,873,340,437","36,269,219","10,481,209",,"28,533,236","77,584,458,677","27,562,450","8,202,358",,"21,898,645","67,570,291,580","21,189,104","2,315,122",,"21,309,545","63,002,791,081","20,583,480","2,671,524",,"73,990,027","218,103,228,662","70,435,048","8,168,844",,"93,907,004","306,334,634,650","89,057,253","10,545,098",,"59,868,809","212,731,593,057","56,307,861","9,063,840",,"73,940,013","274,795,830,644","69,621,561","9,149,304","70,295,704","302,093,999,138","66,091,451","8,351,488","69,991,287","302,330,692,037","66,131,791","6,776,465","32,090,259","124,593,171,475","30,270,765","2,319,602"
247,Eslovenia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"1,275",,"1,535,126",,"2,810,654",,"7,294,201",,"6,207,135",,"8,407,145",,"12,118,828",,"10,961,332",,"3,508,220","7,315,497,193","3,300,397","1,638,652",,"5,445,675","12,516,665,735","5,216,859","1,059,242",,"5,045,582","12,718,186,634","4,750,043","760,062",,"3,200,190","12,332,528,320","4,063,340","582,223",,"3,830,009","10,061,739,654","3,616,306","508,482",,"3,626,424","8,407,319,703","3,322,389","1,416,292",,"4,785,450","11,262,978,562","4,396,152","839,765",,"9,006,077","18,897,149,946","8,326,184","1,522,981",,"9,202,691","17,972,971,241","8,559,802","1,344,541",,"11,339,277","23,770,039,274","10,705,776","1,241,375",,"6,096,616","11,633,272,703","5,764,613","803,984",,"17,140,987","31,906,633,488","16,680,164","3,646,808",,"9,646,509","17,332,867,511","8,858,775","788,181",,"13,608,652","25,358,100,842","12,500,748","1,310,683",,"16,288,920","32,709,000,074","15,378,358","851,341",,"17,541,582","48,154,532,810","16,556,375","1,403,360",,"19,633,704","59,809,917,466","18,739,341","1,411,362",,"21,572,551","63,769,424,234","20,727,132","1,753,123",,"17,109,792","50,380,892,145","16,318,059","3,361,046",,"18,521,167","60,978,924,326","17,530,620","4,431,728",,"16,052,051","58,756,429,897","15,044,244","5,680,013",,"21,255,949","79,621,917,094","19,939,554","3,032,824","38,520,507","164,466,977,536","35,642,018","3,181,103","38,586,884","168,436,822,560","36,277,418","2,705,914","13,854,511","54,029,984,852","13,150,386","1,044,171"
249,Estados Unidos,"1,649,003,757",,"1,712,649,565",,"1,856,195,692",,"1,715,849,117",,"1,484,862,972",,"1,377,444,329",,"1,322,871,654",,"1,439,733,105",,"1,729,622,366",,"1,701,504,931",,"1,860,803,636",,"1,710,276,617",,"2,372,981,455",,"3,245,254,891",,"3,804,295,252",,"4,669,846,243",,"4,823,572,612",,"5,392,678,918",,"4,682,212,201",,"3,952,374,266",,"3,878,113,900","8,040,129,627,101","3,645,179,417","4,718,764,946",,"4,154,971,779","9,544,354,731,905","3,918,311,725","4,494,952,429",,"4,000,474,728","10,048,747,614,299","3,779,509,141","5,192,902,638",,"4,543,629,469","12,169,950,397,232","3,997,171,445","4,879,201,702",,"5,085,029,032","13,312,763,186,519","4,795,074,408","5,494,540,041",,"6,005,625,330","13,947,749,721,401","5,663,817,993","6,165,363,657",,"6,919,651,884","16,342,593,586,883","6,534,626,320","7,053,098,880",,"8,562,375,951","17,778,691,830,825","8,038,932,125","8,049,645,964",,"11,433,937,867","22,436,950,354,529","10,737,469,399","8,352,902,816",,"9,456,397,578","20,378,127,884,272","9,021,986,514","6,464,972,922",,"10,437,149,453","19,814,236,912,094","9,942,598,273","6,642,159,855",,"13,548,917,735","25,005,805,762,016","12,978,177,316","7,144,918,303",,"14,178,349,867","25,522,172,228,183","13,589,290,604","7,891,089,611",,"16,336,672,870","30,463,283,499,133","15,681,285,225","10,248,718,636",,"18,192,628,738","36,260,785,035,074","17,409,356,729","15,746,564,012",,"15,512,402,057","41,926,840,182,426","14,781,973,945","18,248,473,277",,"11,877,944,134","36,220,938,188,384","11,292,933,537","16,968,360,870",,"12,014,497,552","35,430,755,009,180","11,417,708,049","15,815,471,710",,"12,986,020,694","38,343,023,847,490","12,343,408,463","15,355,354,947",,"13,276,840,215","43,526,454,738,582","12,599,790,692","16,707,784,748",,"10,539,757,004","38,698,992,471,225","9,914,496,470","15,969,864,429",,"14,071,256,265","52,703,854,380,970","13,392,049,957","14,512,364,608","18,839,066,789","79,359,991,361,279","17,929,482,680","15,681,171,851","15,997,650,081","69,700,555,818,782","15,206,565,783","15,279,550,110","6,833,490,055","26,591,575,132,412","6,444,387,260","8,437,824,405"
251,Estonia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"106,645",,"69,824",,"674,001",,"136,728",,"14,092",,"317,424",,"2,422,902",,"1,942,895","3,716,934,979","1,409,222","20,406,655",,"140,736","325,574,752","132,089","50,419",,"1,961,350","4,501,444,258","1,638,803","16,553,947",,"454,727","204,598,820","58,148","135,803",,"667,245","1,787,254,790","645,095","122,533",,"7,260,950","16,966,930,158","5,965,257","24,318,196",,"2,817,905","6,651,486,792","2,194,001","8,711,428",,"1,791,902","3,867,552,907","1,479,150","3,939,016",,"3,277,073","6,855,479,874","3,086,498","1,518,168",,"2,545,005","6,275,629,983","2,273,966","6,818,710",,"1,190,586","2,295,676,453","1,066,614","1,026,588",,"4,057,303","7,735,366,273","3,556,728","5,447,020",,"3,807,052","6,830,725,140","3,405,352","3,571,312",,"5,760,452","10,824,786,452","5,177,383","6,451,956",,"2,809,642","5,662,782,825","2,576,228","895,937",,"2,774,911","7,304,829,255","2,561,880","1,117,225",,"1,992,693","6,087,775,962","1,867,455","720,745",,"4,080,057","12,045,568,628","3,814,094","1,950,137",,"2,988,947","8,753,768,476","2,783,588","1,263,791",,"3,038,142","9,991,577,301","2,732,203","2,521,876",,"3,037,687","11,213,236,347","2,718,449","2,180,777",,"8,537,065","31,262,907,910","7,827,784","3,285,986","4,429,554","19,083,108,144","3,236,183","3,858,179","3,340,025","14,752,581,966","2,749,319","2,718,305","1,862,166","7,243,996,247","1,594,082","2,165,178"
253,Etiopia,0,,0,,"11,392",,"33,129",,"14,289",,"11,236",,"43,911",,"2,372",,"7,214",,"23,203",,"18,802",,"4,757",,"6,281",,"26,900",,"15,854",,"77,548",,"88,545",,"45,210",,"82,234",,"62,027",,"13,831","27,362,645","12,817","5,106",,"3,893","8,964,422","3,610",506,,0,0,0,0,,51,"1,634,224",540,39,,"19,290","51,258,038","9,313","1,252",,"2,201","5,149,276","2,171",75,,"2,932","6,861,117","2,171","2,025",,"17,431","35,296,761","15,794","12,935",,"107,180","216,627,052","102,178","30,042",,"40,092","93,091,563","37,014","6,640",,"3,216","6,175,526","2,847","1,996",,"15,889","28,520,738","14,315","8,350",,"6,463","11,507,411","6,209",99,,"9,774","18,550,836","7,477","3,799",,382,"784,209",373,5,,"11,541","30,162,562","11,371",757,,"21,562","66,314,854","17,876","5,257",,"60,718","179,272,400","54,614","5,447",,"16,287","48,047,435","14,375",924,,"112,719","375,339,058","109,234","13,055",,"76,024","269,855,153","71,523","27,578",,"37,459","141,191,686","35,086","1,205","68,805","276,879,836","62,483","1,808","14,206","64,030,889","12,599",892,"51,114","198,251,080","42,194","2,572"
259,"Feroe, Islas",0,,"661,574",,0,,0,,0,,0,,"26,884",,0,,"4,136",,0,,"136,671",,"9,538",,0,,0,,"38,787",,"9,275",,"7,444",,"63,947",,"8,409",,"6,061",,"59,391","117,674,463","51,970","462,138",,"32,157","73,862,982","30,180","18,838",,"22,108","54,885,289","17,572","19,872",,"19,647","368,188",127,1,,"21,113","56,446,790","18,109","6,021",,0,0,0,0,,0,0,0,0,,910,"1,837,789",527,811,,"7,479","15,575,322","7,029",154,,"17,732","43,990,069","17,187","14,002",,654,"1,262,881",575,9,,"268,379","506,554,940","267,965","78,947",,"8,210","15,152,305","7,971",591,,"4,376","8,296,585","4,157",77,,0,0,0,0,,"17,976","42,864,001","16,955",212,,0,0,0,0,,23024.59,68013140,22645.11,104.68,,89,"256,144",89,2,,0,0,0,0,,"6,773","25,659,975","5,912",142,,58,"224,233",47,0,"1,901","9,180,360","1,853",68,"1,385","6,365,117","1,252",105,0,0,0,0
267,Filipinas,"715,740",,"2,311,693",,"2,570,613",,"880,696",,"772,409",,"1,287,006",,"2,028,778",,"1,701,370",,"2,112,373",,"1,592,224",,"2,478,256",,"2,091,570",,"326,180",,"440,748",,"1,100,447",,"3,261,625",,"4,900,347",,"7,970,363",,"2,914,341",,"3,879,824",,"5,065,350","10,527,887,739","4,798,307","659,226",,"5,426,249","12,497,625,016","5,173,466","686,330",,"7,153,600","17,929,266,132","6,809,476","1,463,624",,"2,373,437","20,706,321,286","6,870,796","1,341,555",,"14,804,773","39,023,324,286","13,487,071","4,926,538",,"10,198,606","23,717,075,928","9,357,679","1,396,030",,"12,747,580","30,056,461,191","11,975,263","1,300,245",,"13,135,753","27,262,351,896","12,136,511","1,687,888",,"11,784,700","22,998,495,421","11,031,508","986,181",,"8,359,394","17,843,432,244","7,900,227","582,864",,"12,455,638","23,556,605,820","11,705,286","964,990",,"22,183,439","41,227,357,250","20,929,170","1,638,835",,"42,167,855","75,945,916,285","40,295,604","2,088,440",,"47,552,216","88,786,321,133","46,040,212","2,767,435",,"58,777,845","117,334,217,797","56,807,851","3,021,165",,"44,219,937","118,369,822,059","42,732,164","2,349,425",,"39,499,748","120,865,085,818","38,257,119","2,317,084",,"43,248,578","127,936,707,440","42,034,049","2,756,568",,"47,025,120","137,876,727,351","45,606,197","2,781,851",,"50,884,732","167,030,205,536","49,516,642","2,595,840",,"31,301,338","114,416,740,164","30,300,994","2,340,689",,"45,809,363","171,789,057,491","42,335,809","6,155,369","48,738,633","206,174,498,745","45,479,715","3,189,643","49,143,672","214,477,875,039","47,189,178","2,994,345","22,309,227","86,949,637,865","21,624,227","1,377,679"
271,Finlandia,"19,055,606",,"19,525,713",,"25,661,141",,"22,204,881",,"21,589,408",,"24,093,923",,"19,891,521",,"20,461,611",,"24,362,994",,"18,329,601",,"23,029,312",,"16,669,133",,"22,701,702",,"29,180,393",,"43,276,317",,"66,275,644",,"58,027,938",,"52,537,686",,"67,165,996",,"42,649,164",,"59,280,004","123,170,135,896","54,414,747","49,728,040",,"57,132,702","130,558,165,445","52,448,391","37,177,629",,"51,227,544","128,516,531,909","46,689,264","43,818,204",,"72,659,381","339,613,175,062","110,408,235","43,069,412",,"96,444,852","255,083,022,127","88,487,584","55,377,126",,"273,784,069","636,909,025,296","258,041,459","46,858,164",,"219,936,468","517,935,362,132","208,213,740","54,337,203",,"160,903,073","336,154,590,969","151,655,083","38,517,640",,"216,072,857","433,591,135,860","202,167,670","43,107,176",,"130,567,897","282,236,675,588","124,218,782","32,136,743",,"147,159,336","279,680,681,529","140,482,873","33,032,705",,"125,879,017","232,734,119,160","118,486,725","37,309,365",,"129,121,052","232,628,531,223","122,651,001","42,157,698",,"189,978,705","352,270,530,837","180,940,473","45,233,474",,"149,322,417","297,361,076,339","141,533,845","55,547,842",,"107,419,680","290,064,097,141","101,901,713","46,638,471",,"93,887,140","286,326,793,323","88,379,312","56,967,745",,"144,287,334","426,514,215,699","136,994,235","86,433,701",,"139,572,000","408,498,529,094","130,396,988","131,214,371",,"112,487,435","369,254,999,595","106,101,306","71,479,013",,"81,822,582","301,042,710,052","76,274,884","49,967,945",,"138,539,086","522,746,358,360","127,397,022","121,228,659","239,514,349","1,014,075,273,339","219,520,662","132,722,023","164,506,918","719,133,605,915","152,902,734","91,347,760","74,626,493","290,279,518,729","70,066,543","55,013,016"
275,Francia,"152,412,349",,"168,556,947",,"156,561,673",,"170,215,191",,"192,824,827",,"141,951,885",,"159,161,486",,"175,912,313",,"189,588,668",,"166,545,998",,"166,663,493",,"174,919,311",,"209,154,299",,"230,969,686",,"271,188,498",,"329,725,303",,"312,398,676",,"489,050,561",,"465,285,025",,"405,436,907",,"380,008,872","793,180,635,974","362,689,140","122,969,143",,"349,297,841","802,934,028,262","333,387,559","111,180,044",,"235,476,894","587,985,051,020","221,827,866","49,675,270",,"349,772,769","1,138,032,796,930","377,906,202","113,993,651",,"305,049,900","800,467,304,957","289,838,377","47,320,817",,"384,062,849","891,376,275,504","362,108,169","183,794,897",,"420,312,097","995,221,061,409","397,612,564","54,726,745",,"518,112,311","1,076,260,598,141","489,659,416","67,396,247",,"884,089,930","1,802,829,848,133","855,629,173","49,403,284",,"1,456,637,992","3,035,826,920,129","1,437,450,416","41,047,497",,"1,062,901,601","2,017,885,073,361","1,038,447,172","55,065,492",,"1,477,012,362","2,755,165,484,554","1,446,107,937","84,449,094",,"1,128,897,933","2,022,429,395,950","1,097,521,407","82,712,623",,"1,432,692,567","2,668,998,103,129","1,402,825,806","75,677,058",,"1,839,713,235","3,646,560,886,763","1,808,267,140","89,975,749",,"1,914,040,555","5,117,561,622,555","1,886,342,795","96,847,695",,"827,360,370","2,502,277,780,157","804,021,373","106,736,151",,"948,466,839","2,799,235,139,960","925,130,213","86,660,194",,"1,171,808,567","3,487,437,055,046","1,145,060,874","99,173,405",,"1,424,782,275","4,672,021,031,247","1,397,083,769","103,595,863",,"957,855,879","3,521,963,419,449","933,227,618","104,108,805",,"1,473,706,523","5,548,748,248,971","1,432,772,060","194,247,519","2,458,730,201","10,366,202,176,755","2,408,844,825","155,481,228","2,073,668,997","8,984,520,075,688","2,026,236,334","290,626,603","630,310,023","2,466,461,533,188","618,850,141","29,554,948"
281,Gabón,"3,981",,478,,"34,351",,"119,194",,"119,237",,"40,833",,"131,780",,"50,759",,"79,462",,0,,"29,056",,0,,"1,584,316",,"4,052,041",,"5,091,742",,"78,046",,"15,028",,"78,774",,"81,687",,"25,455",,"40,575","86,738,580","37,722","26,120",,"47,418","110,277,904","38,500","110,000",,"108,419","283,905,524","95,988","157,492",,0,"161,916,306","47,260","139,000",,"84,407","223,237,563","71,681","184,606",,"34,156","80,229,300","29,200","80,000",,"6,755","15,269,828","5,705",195,,0,0,0,0,,"100,727","187,781,317","90,627","49,400",,"14,721","34,870,494","13,916",39,,"17,681","33,645,130","15,170","7,012",,41,"73,676",39,1,,"8,119","14,574,966","6,842",808,,"8,603","15,664,353","6,313",459,,"8,873","17,348,481","5,107","1,168",,"35,330","102,498,914","32,277","7,650",,0,0,0,0,,"14,465","42,769,902","8,284","1,782",,"125,856","366,957,556","92,429","10,430",,"1,159,314","3,988,710,773","921,093","741,016",,"16,713","63,120,488","15,000","1,080",,"17,975","69,776,179","15,493",56,"57,253","235,148,071","55,895",234,"3,589","14,915,039","3,423",42,0,0,0,0
285,Gambia,0,,0,,0,,235,,"40,759",,"646,017",,"13,710",,"5,314",,"6,081",,"9,822",,"135,169",,"46,155",,"26,871",,0,,"20,088",,"33,383",,"75,869",,"19,109",,"27,618",,0,,0,0,0,0,,0,0,0,0,,"6,373","16,660,540","6,295",30,,0,0,0,0,,"23,767","59,072,894","20,392","15,112",,0,0,0,0,,"279,726","668,048,771","253,076","22,816",,"98,854","209,081,347","88,955","4,250",,401,"715,343",338,10,,"2,815","5,529,595","2,672",42,,92,"166,843",90,3,,"11,470","20,347,372","10,722",76,,"1,220","2,166,848","1,182",22,,"1,832","3,300,978","1,759",37,,211,"426,272",199,25,,0,0,0,0,,"9,833","29,485,663","9,735",224,,"10,388","29,912,811","9,906",234,,"1,916","6,200,762","1,866",54,,"10,791","35,448,036","6,228","3,504",,0,0,0,0,,"350,819","1,204,614,335","346,137","9,689","60,208","265,652,904","51,313","18,662","3,707","16,760,364","3,544",81,0,0,0,0
