,ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,ESTU_FECHANACIMIENTO,PERIODO,ESTU_CONSECUTIVO,ESTU_ESTUDIANTE,ESTU_PAIS_RESIDE,ESTU_TIENEETNIA,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_SITUACIONECONOMICA,COLE_COD_DANE_ESTABLECIMIENTO,COLE_CODIGO_ICFES,COLE_NOMBRE_ESTABLECIMIENTO,COLE_JORNADA,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_COD_DANE_SEDE,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_COD_MCPIO_UBICACION,COLE_MCPIO_UBICACION,COLE_COD_DEPTO_UBICACION,COLE_DEPTO_UBICACION,ESTU_PRIVADO_LIBERTAD,ESTU_COD_MCPIO_PRESENTACION,ESTU_MCPIO_PRESENTACION,ESTU_DEPTO_PRESENTACION,ESTU_COD_DEPTO_PRESENTACION,PUNT_MATEMATICAS,DESEMP_MATEMATICAS,PERCENTIL_MATEMATICAS,PUNT_INGLES,PERCENTIL_INGLES,DESEMP_INGLES,PUNT_C_NATURALES,DESEMP_C_NATURALES,PERCENTIL_C_NATURALES,PUNT_LECTURA_CRITICA,DESEMP_LECTURA_CRITICA,PERCENTIL_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,DESEMP_SOCIALES_CIUDADANAS,PERCENTIL_SOCIALES_CIUDADANAS,PUNT_GLOBAL,PERCENTIL_GLOBAL,PERCENTIL_ESPECIAL_GLOBAL,ESTU_INSE_INDIVIDUAL,ESTU_NSE_INDIVIDUAL,ESTU_NSE_ESTABLECIMIENTO,ESTU_ESTADOINVESTIGACION
415,TI,COLOMBIA,M,28/08/2004,20224,SB11202240339360,ESTUDIANTE,COLOMBIA,No,ATLANTICO,8.0,BARRANQUILLA,8001.0,Secundaria (Bachillerato) completa,Educación profesional completa,Sin Estrato,3 a 4,Dos,No,No,Si,Si,No,No,No,No,0 A 10 LIBROS,Más de 2 horas,30 minutos o menos,0,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,3 a 5 veces por semana,No sabe,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Igual,308001012929.0,721936.0,INSTITUCION EDUCATIVA DISTRITAL LA MILAGROSA FE Y ALEGRIA,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,308001012929.0,INSTITUCION EDUCATIVA DISTRITAL LA MILAGROSA FE Y ALEGRIA - SEDE PRINCIPAL,S,URBANO,8001.0,BARRANQUILLA,8.0,ATLANTICO,N,8001,BARRANQUILLA,ATLANTICO,8,58,3,73,44.0,38.0,A-,40,1,21,50,2,41,48,2,53,243,47.0,,43.6073987201509,2.0,2.0,PUBLICAR
416,TI,COLOMBIA,F,28/08/2005,20224,SB11202240416826,ESTUDIANTE,COLOMBIA,No,BOYACA,15.0,TUNJA,15001.0,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 3,3 a 4,Dos,Si,Si,Si,Si,Si,No,No,No,26 A 100 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,0,No,3 a 5 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,Es vendedor o trabaja en atención al público,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Igual,315001003241.0,153072.0,CENTRO DE INVESTIGACIONES PEDAGÓGICAS  RAYUELA,COMPLETA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,315001003241.0,CENTRO DE INVESTIGACIONES PEDAGÓGICAS  RAYUELA,S,URBANO,15001.0,TUNJA,15.0,BOYACA,N,15001,TUNJA,BOYACA,15,51,3,49,48.0,50.0,A1,59,3,81,58,3,67,56,3,75,277,69.0,,55.0317366776539,3.0,4.0,PUBLICAR
417,TI,COLOMBIA,F,08/09/2005,20224,SB11202240338603,ESTUDIANTE,COLOMBIA,No,VALLE,76.0,CALI,76001.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,5 a 6,Cinco,Si,Si,Si,No,No,No,No,No,0 A 10 LIBROS,Entre 1 y 2 horas,30 minutos o menos,,No,,Nunca o rara vez comemos eso,1 o 2 veces por semana,No aplica,No aplica,Mejor,276001005184.0,717934.0,INSTITUCION EDUCATIVA LA BUITRERA,UNICA,MIXTO,OFICIAL,A,N,ACADÉMICO,276001800260.0,SAN GABRIEL,N,URBANO,76001.0,CALI,76.0,VALLE,N,76001,CALI,VALLE,76,35,1,11,31.0,3.0,A-,34,1,6,36,2,7,27,1,3,164,3.0,,46.4720833143111,2.0,2.0,PUBLICAR
418,TI,COLOMBIA,F,14/08/2004,20224,SB11202240141461,ESTUDIANTE,COLOMBIA,No,SANTANDER,68.0,PUERTO WILCHES,68575.0,Primaria incompleta,Primaria incompleta,Sin Estrato,3 a 4,Dos,No,No,No,Si,Si,No,No,No,0 A 10 LIBROS,30 minutos o menos,Más de 3 horas,0,No,1 o 2 veces por semana,Todos o casi todos los días,Todos o casi todos los días,No aplica,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Igual,168575000329.0,161943.0,COLEGIO INTEGRADO,TARDE,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,168575000329.0,COLEGIO INTEGRADO,S,URBANO,68575.0,PUERTO WILCHES,68.0,SANTANDER,N,68575,PUERTO WILCHES,SANTANDER,68,33,1,9,39.0,23.0,A-,39,1,17,45,2,24,27,1,2,181,9.0,,39.5743610938254,1.0,2.0,PUBLICAR
419,TI,COLOMBIA,M,27/08/2005,20224,SB11202240565503,ESTUDIANTE,COLOMBIA,No,LA GUAJIRA,44.0,RIOHACHA,44001.0,Ninguno,Primaria completa,Sin Estrato,7 a 8,Dos,No,No,No,No,Si,No,No,No,26 A 100 LIBROS,No leo por entretenimiento,Entre 1 y 3 horas,Entre 11 y 20 horas,"Si, en efectivo",1 o 2 veces por semana,Nunca o rara vez comemos eso,,"Es operario de máquinas o conduce vehículos (taxita, chofer)",Es vendedor o trabaja en atención al público,Peor,344650800011.0,806653.0,INSTITUCION EDUCATIVA SYSTEM CENTER FORMAL PARA JOVENES Y ADULTOS,SABATINA,MIXTO,NO OFICIAL,A,,,344650800011.0,INSTITUCION EDUCATIVA SYSTEM CENTER FORMAL PARA JOVENES Y ADULTOS - SEDE PRINCIPAL,S,URBANO,44650.0,SAN JUAN DEL CESAR,44.0,LA GUAJIRA,N,44001,RIOHACHA,LA GUAJIRA,44,29,1,4,30.0,2.0,A-,31,1,2,41,2,16,34,1,14,167,4.0,,36.0470468917328,1.0,2.0,PUBLICAR
420,TI,COLOMBIA,F,18/06/2005,20224,SB11202240451615,ESTUDIANTE,COLOMBIA,No,TOLIMA,73.0,IBAGUÉ,73001.0,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 3,5 a 6,Cinco,Si,Si,Si,Si,Si,No,No,No,11 A 25 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,0,No,3 a 5 veces por semana,1 o 2 veces por semana,Todos o casi todos los días,"Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Igual,173001000316.0,15917.0,INST EDUC STA TERESA DE JESUS,MAÑANA,FEMENINO,OFICIAL,A,N,ACADÉMICO,173001000316.0,SEDE 1 SANTA TERESA DE JESUS,S,URBANO,73001.0,IBAGUÉ,73.0,TOLIMA,N,73001,IBAGUÉ,TOLIMA,73,58,3,72,64.0,86.0,A2,53,2,67,65,3,85,44,2,42,278,70.0,,53.1389298770904,3.0,3.0,PUBLICAR
421,TI,COLOMBIA,M,10/06/2005,20224,SB11202240349727,ESTUDIANTE,COLOMBIA,No,MAGDALENA,47.0,SANTA MARTA,47001.0,Educación profesional completa,Educación profesional completa,Estrato 2,5 a 6,Cuatro,Si,Si,Si,Si,Si,Si,No,Si,11 A 25 LIBROS,No leo por entretenimiento,Entre 1 y 3 horas,0,No,3 a 5 veces por semana,Todos o casi todos los días,Todos o casi todos los días,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja en el hogar, no trabaja o estudia",Igual,347001003364.0,72454.0,INSTITUTO ARIANO,MAÑANA,FEMENINO,NO OFICIAL,A,N,ACADÉMICO,347001003364.0,INSTITUTO ARIANO,S,URBANO,47001.0,SANTA MARTA,47.0,MAGDALENA,N,47001,SANTA MARTA,MAGDALENA,47,48,2,41,37.0,17.0,A-,34,1,6,49,2,36,41,2,32,213,27.0,,69.0360454632581,4.0,3.0,PUBLICAR
422,CC,COLOMBIA,M,17/03/2003,20224,SB11202240507561,ESTUDIANTE,COLOMBIA,Si,NARIÑO,52.0,SAN ANDRÉS DE TUMACO,52835.0,,,,3 a 4,Tres,,No,No,No,,No,No,No,,,,0,No,,,,"Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia",Igual,152835000731.0,130203.0,I. E. ROBERTO MARIO BISCHOFF,MAÑANA,MIXTO,OFICIAL,A,,ACADÉMICO,152835000731.0,I. E. ROBERTO MARIO BISCHOFF - SEDE PRINCIPAL,S,URBANO,52835.0,SAN ANDRÉS DE TUMACO,52.0,NARIÑO,N,52835,SAN ANDRÉS DE TUMACO,NARIÑO,52,35,1,11,36.0,17.0,A-,41,2,26,35,1,5,29,1,5,175,7.0,,39.9008394322046,1.0,2.0,PUBLICAR
423,CC,COLOMBIA,F,09/09/2003,20224,SB11202240501512,ESTUDIANTE,COLOMBIA,No,CAUCA,19.0,POPAYÁN,19001.0,Primaria incompleta,Primaria incompleta,Estrato 1,7 a 8,Tres,No,No,No,Si,No,No,Si,No,0 A 10 LIBROS,30 minutos o menos,Entre 1 y 3 horas,0,No,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Es vendedor o trabaja en atención al público,"Trabaja en el hogar, no trabaja o estudia",Igual,519001000002.0,88724.0,CENT EDUCATIVO EMPRESARIAL COMFACAUCA,TARDE,MIXTO,NO OFICIAL,OTRO,N,ACADÉMICO,519001000002.0,CENT EDUCATIVO EMPRESARIAL COMFACAUCA,S,URBANO,19001.0,POPAYÁN,19.0,CAUCA,N,19001,POPAYÁN,CAUCA,19,36,2,12,48.0,47.0,A1,36,1,10,38,2,9,33,1,11,183,10.0,,42.2531883232964,2.0,3.0,PUBLICAR
424,TI,COLOMBIA,M,01/10/2005,20224,SB11202240192131,ESTUDIANTE,COLOMBIA,No,NARIÑO,52.0,YACUANQUER,52885.0,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,1 a 2,Dos,No,No,Si,No,No,No,No,No,0 A 10 LIBROS,Entre 30 y 60 minutos,30 minutos o menos,0,No,1 o 2 veces por semana,3 a 5 veces por semana,Todos o casi todos los días,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Trabaja en el hogar, no trabaja o estudia",Igual,152885000015.0,12021.0,INSTITUCION EDUCATIVA PEDRO LEON TORRES,MAÑANA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,152885000015.0,SEDE 1 INSTITUCIÓN EDUCATIVA PEDRO LEÓN TORRES ,S,URBANO,52885.0,YACUANQUER,52.0,NARIÑO,N,52001,PASTO,NARIÑO,52,55,3,62,43.0,36.0,A-,54,2,67,49,2,36,55,2,70,262,60.0,,43.5271604482412,2.0,2.0,PUBLICAR
425,TI,COLOMBIA,F,27/04/2005,20224,SB11202240105900,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,Educación profesional completa,Secundaria (Bachillerato) completa,Estrato 2,1 a 2,Dos,Si,Si,Si,Si,Si,No,No,No,26 A 100 LIBROS,30 minutos o menos,Entre 1 y 3 horas,0,No,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Peor,311001036900.0,152652.0,COLEGIO CIUDAD PATIO BONITO,COMPLETA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,311001036900.0,COLEGIO CIUDAD PATIO BONITO,S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,68,3,93,66.0,88.0,A2,65,3,93,71,4,96,65,3,91,336,95.0,,57.4216610513697,3.0,3.0,PUBLICAR
426,TI,COLOMBIA,M,21/01/2006,20224,SB11202240563763,ESTUDIANTE,COLOMBIA,No,SUCRE,70.0,COROZAL,70215.0,Postgrado,Educación profesional incompleta,Estrato 2,5 a 6,Tres,Si,Si,Si,Si,Si,No,No,Si,0 A 10 LIBROS,Entre 1 y 2 horas,Más de 3 horas,0,No,3 a 5 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Igual,170215000977.0,15503.0,I.E. NORMAL SUPERIOR DE COROZAL,TARDE,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,170215000977.0,I.E. NORMAL SUPERIOR DE COROZAL - SEDE PRINCIPAL,S,URBANO,70215.0,COROZAL,70.0,SUCRE,N,70215,COROZAL,SUCRE,70,70,3,95,67.0,89.0,A2,65,3,93,66,4,88,65,3,92,333,94.0,,65.8354321123664,4.0,2.0,PUBLICAR
427,PEP,VENEZUELA,M,17/12/2003,20224,SB11202240605080,ESTUDIANTE,VENEZUELA,No,VALLE,76.0,CALI,76001.0,No sabe,Educación profesional completa,Estrato 2,5 a 6,Tres,Si,No,No,No,Si,No,Si,No,11 A 25 LIBROS,30 minutos o menos,Más de 3 horas,0,No,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Es vendedor o trabaja en atención al público,Es vendedor o trabaja en atención al público,Mejor,176001001656.0,670539.0,INSTITUCION EDUCATIVA GUILLERMO VALENCIA,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,176001001656.0,INSTITUCION EDUCATIVA GUILLERMO VALENCIA,S,URBANO,76001.0,CALI,76.0,VALLE,N,76001,CALI,VALLE,76,43,2,27,36.0,15.0,A-,46,2,44,53,3,49,43,2,40,227,37.0,,49.0836131706408,2.0,2.0,PUBLICAR
428,TI,COLOMBIA,F,13/01/2005,20224,SB11202240178049,ESTUDIANTE,COLOMBIA,No,LA GUAJIRA,44.0,MAICAO,44430.0,Secundaria (Bachillerato) completa,Primaria incompleta,,5 a 6,Tres,No,No,No,No,No,No,No,No,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,,,1 o 2 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,Es vendedor o trabaja en atención al público,"Trabaja en el hogar, no trabaja o estudia",Peor,144430002564.0,699579.0,INSTITUCION EDUCATIVA NO. 13,TARDE,MIXTO,OFICIAL,A,,ACADÉMICO,344430001389.0,SEDE LOS COMUNEROS,N,URBANO,44430.0,MAICAO,44.0,LA GUAJIRA,N,44430,MAICAO,LA GUAJIRA,44,29,1,5,38.0,21.0,A-,37,1,12,47,2,32,37,1,20,188,12.0,,37.6417502361529,1.0,2.0,PUBLICAR
429,TI,COLOMBIA,M,04/08/2004,20224,SB11202240284208,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,Estrato 2,,,Si,,,,Si,,,,26 A 100 LIBROS,30 minutos o menos,Entre 1 y 3 horas,,,1 o 2 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,,,,111001107883.0,735308.0,COLEGIO DEBORA ARANGO PEREZ (IED),UNICA,MIXTO,OFICIAL,A,,ACADÉMICO,111001107883.0,COLEGIO DEBORA ARANGO PÉREZ,S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,60,3,77,57.0,72.0,A1,48,2,48,55,3,57,44,2,41,261,59.0,,,,3.0,PUBLICAR
430,TI,COLOMBIA,M,22/05/2004,20224,SB11202240345469,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,No sabe,No sabe,Estrato 3,7 a 8,Dos,Si,Si,Si,Si,Si,No,No,Si,0 A 10 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,Entre 11 y 20 horas,"Si, en efectivo",3 a 5 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,"Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Trabaja en el hogar, no trabaja o estudia",Mejor,111102000281.0,90837.0,COLEGIO PABLO DE TARSO (IED),NOCHE,MIXTO,OFICIAL,A,N,ACADÉMICO,111102000281.0,CENT EDUC DIST PABLO DE TARSO,S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,38,2,16,32.0,5.0,A-,40,1,22,37,2,7,28,1,3,177,7.0,,56.1376015321006,3.0,2.0,PUBLICAR
431,TI,COLOMBIA,M,25/08/2005,20224,SB11202240189315,ESTUDIANTE,COLOMBIA,No,VALLE,76.0,FLORIDA,76275.0,,,,,,,,,,,,,,,,,,,,,,,,,176275001393.0,744839.0,INSTITUCION EDUCATIVA ABSALON TORRES CAMACHO,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO,176275000117.0,JULIO ARBOLEDA,N,URBANO,76275.0,FLORIDA,76.0,VALLE,N,76275,FLORIDA,VALLE,76,63,3,84,60.0,79.0,A2,59,3,81,64,3,85,58,3,79,305,84.0,,,,2.0,PUBLICAR
432,TI,COLOMBIA,F,28/05/2005,20224,SB11202240439740,ESTUDIANTE,COLOMBIA,No,HUILA,41.0,GIGANTE,41306.0,Primaria incompleta,Primaria completa,Estrato 2,5 a 6,Tres,Si,No,No,No,No,No,Si,No,0 A 10 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,0,No,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",Igual,241306000044.0,10041.0,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR,COMPLETA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,241306000044.0,ESCUELA NORMAL SUPERIOR,S,RURAL,41306.0,GIGANTE,41.0,HUILA,N,41306,GIGANTE,HUILA,41,67,3,92,61.0,82.0,A2,57,3,76,65,3,86,58,3,78,308,85.0,,38.7818567513679,1.0,3.0,PUBLICAR
433,TI,COLOMBIA,F,21/03/2006,20224,SB11202240319387,ESTUDIANTE,COLOMBIA,No,SANTANDER,68.0,BARRANCABERMEJA,68081.0,,,,3 a 4,Cuatro,,Si,Si,Si,,Si,Si,Si,,,,0,No,,,,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Igual,368081000074.0,623660.0,COL DE LAS AMERICAS                                                                                 ,MAÑANA,MIXTO,NO OFICIAL,A,N,TÉCNICO/ACADÉMICO,368081000074.0,COL DE LAS AMERICAS                                                                                 ,S,URBANO,68081.0,BARRANCABERMEJA,68.0,SANTANDER,N,68081,BARRANCABERMEJA,SANTANDER,68,67,3,91,60.0,80.0,A2,63,3,89,66,4,89,55,2,71,313,87.0,,70.2635486503566,4.0,3.0,PUBLICAR
434,TI,COLOMBIA,M,21/01/2006,20224,SB11202240279347,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,Postgrado,Educación profesional completa,Estrato 4,3 a 4,Tres,Si,Si,Si,Si,Si,Si,No,Si,26 A 100 LIBROS,30 minutos o menos,Entre 1 y 3 horas,Más de 30 horas,No,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Igual,311001090921.0,80127.0,COLEGIO CORAZONISTA,COMPLETA,MASCULINO,NO OFICIAL,A,N,ACADÉMICO,311001090921.0,COLEGIO CORAZONISTA,S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,100,4,100,72.0,94.0,B1,71,4,98,61,3,77,60,3,84,365,99.0,,74.8594031608852,4.0,4.0,PUBLICAR
435,TI,COLOMBIA,M,16/12/2005,20224,SB11202240202854,ESTUDIANTE,COLOMBIA,No,BOLIVAR,13.0,SAN JUAN NEPOMUCENO,13657.0,Secundaria (Bachillerato) completa,Educación profesional incompleta,Estrato 1,3 a 4,Dos,Si,No,Si,Si,Si,No,Si,No,11 A 25 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,,"Si, en especie",1 o 2 veces por semana,3 a 5 veces por semana,Nunca o rara vez comemos eso,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja por cuenta propia (por ejemplo plomero, electricista)",,113657000018.0,33498.0,INSTITUCIÓN EDUCATIVA  NORMAL SUPERIOR MONTES DE MARÍA,MAÑANA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,113657000018.0,I.E. NORMAL SUPERIOR MONTES DE MARIA - SEDE PRINCIPAL,S,URBANO,13657.0,SAN JUAN NEPOMUCENO,13.0,BOLIVAR,N,13657,SAN JUAN NEPOMUCENO,BOLIVAR,13,43,2,27,33.0,7.0,A-,43,2,33,56,3,59,38,1,26,220,32.0,,52.5234029467388,3.0,2.0,PUBLICAR
436,TI,COLOMBIA,F,19/05/2005,20224,SB11202240231494,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Tres,Si,Si,Si,Si,Si,No,No,No,11 A 25 LIBROS,Más de 2 horas,Entre 1 y 3 horas,0,No,Todos o casi todos los días,Todos o casi todos los días,1 o 2 veces por semana,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",No aplica,Mejor,111001008389.0,20701.0,COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO  (IED),TARDE,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,111001008389.0,INST TEC DIST DOMINGO FAUSTINO SARMIENTO,S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,50,2,46,57.0,72.0,A1,43,2,32,55,3,58,43,2,39,242,47.0,,54.4106824656854,3.0,3.0,PUBLICAR
437,TI,COLOMBIA,F,11/12/2004,20224,SB11202240390293,ESTUDIANTE,COLOMBIA,No,NORTE SANTANDER,54.0,CÚCUTA,54001.0,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 2,3 a 4,Dos,Si,Si,Si,Si,Si,Si,Si,No,0 A 10 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,0,No,3 a 5 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,No sabe,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Igual,154001000036.0,746388.0,COL JAIME GARZON,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,154001000036.0,COL JAIME GARZON ,S,URBANO,54001.0,CÚCUTA,54.0,NORTE SANTANDER,N,54001,CÚCUTA,NORTE SANTANDER,54,64,3,86,64.0,86.0,A2,63,3,89,63,3,80,51,2,60,303,83.0,,61.1349284974002,3.0,2.0,PUBLICAR
438,TI,COLOMBIA,F,27/07/2004,20224,SB11202240559112,ESTUDIANTE,COLOMBIA,Si,AMAZONAS,91.0,MIRITÍ - PARANÁ,91460.0,Ninguno,Ninguno,Sin Estrato,1 a 2,,,No,No,No,,No,No,No,,,,Menos de 10 horas,No,,,,"Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia",Peor,191460000017.0,659391.0,I.E INTERNADO SAN ANTONIO DE PADUA,COMPLETA,MIXTO,OFICIAL,A,,ACADÉMICO,191460000017.0,I.E. INTERN SAN ANTONIO DE PADUA,S,RURAL,91460.0,MIRITÍ - PARANÁ,91.0,AMAZONAS,N,91460,MIRITÍ - PARANÁ,AMAZONAS,91,41,2,22,44.0,38.0,A-,39,1,19,52,3,46,45,2,43,221,32.0,59.0,30.4881144820898,1.0,1.0,PUBLICAR
439,CC,COLOMBIA,M,25/01/2002,20224,SB11202240360659,ESTUDIANTE,COLOMBIA,No,BOYACA,15.0,TUNJA,15001.0,No sabe,Primaria completa,Estrato 2,3 a 4,Dos,No,No,Si,No,No,No,No,No,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,Menos de 10 horas,"Si, en efectivo",Nunca o rara vez comemos eso,3 a 5 veces por semana,1 o 2 veces por semana,No sabe,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Peor,115001002602.0,725226.0,I.E ANTONIO JOSE SANDOVAL GOMEZ,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,115001002602.0,SEDE CENTRAL,S,URBANO,15001.0,TUNJA,15.0,BOYACA,N,15001,TUNJA,BOYACA,15,53,3,55,55.0,67.0,A1,55,2,71,59,3,70,63,3,88,287,75.0,,35.4065140034745,1.0,3.0,PUBLICAR
440,TI,COLOMBIA,M,26/12/2005,20224,SB11202240348003,ESTUDIANTE,COLOMBIA,No,ATLANTICO,8.0,BARRANQUILLA,8001.0,Educación profesional completa,Educación profesional completa,Estrato 3,5 a 6,Tres,Si,Si,Si,Si,Si,Si,No,No,11 A 25 LIBROS,Más de 2 horas,Entre 1 y 3 horas,Menos de 10 horas,No,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja en el hogar, no trabaja o estudia",Peor,308001001897.0,3129.0,COLEGIO COLON,COMPLETA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,308001001897.0,COL COLON,S,URBANO,8001.0,BARRANQUILLA,8.0,ATLANTICO,N,8001,BARRANQUILLA,ATLANTICO,8,76,4,99,73.0,95.0,B1,70,3,98,74,4,99,70,3,97,363,99.0,,61.9963513593107,3.0,4.0,PUBLICAR
